periodos,zona,viajeros_nacional,viajeros_andalucia,viajeros_aragon,viajeros_asturias,viajeros_balears,viajeros_canarias,viajeros_cantabria,viajeros_castilla_leon,viajeros_castilla_mancha,viajeros_cataluña,viajeros_valencia,viajeros_extremadura,viajeros_galicia,viajeros_madrid,viajeros_murcia,viajeros_navarra,viajeros_pais_vasco,viajeros_rioja,viajeros_ceuta,viajeros_melilla,pernoc_total_nacional,pernoc_andalucia,pernoc_aragon,pernoc_asturias,pernoc_balears,pernoc_canarias,pernoc_cantabria,pernoc_castilla_leon,pernoc_castilla_mancha,pernoc_cataluña,pernoc_valencia,pernoc_extremadura,pernoc_galicia,pernoc_madrid,pernoc_murcia,pernoc_navarra,pernoc_paisvasco,pernoc_rioja,pernoc_ceuta,pernoc_melilla
2021M04,41 Sevilla,100,66.53,0.64,0.39,0.47,0.84,0.18,1.67,1.73,4.56,3.89,2.57,0.86,12.3,1.19,0.35,1.26,0.15,0.38,0.03,100,61.12,0.89,0.5,0.71,1.05,0.2,1.79,2.06,5.37,4.5,2.74,0.99,14.2,1.27,0.41,1.6,0.2,0.39,0.03
2021M04,"07 Balears, Illes",100,5.31,0.46,0.59,50.26,0.82,0.25,1.05,0.89,12.31,4.74,0.13,1.07,20.5,0.46,0.18,0.77,0.22,0,0,100,6.87,0.45,0.93,49.9,0.96,0.43,0.69,0.71,10.99,3.91,0.23,1.63,20.41,0.45,0.18,1.07,0.14,0.07,0
2021M04,08 Barcelona,100,6.13,1.78,0.41,1.18,0.79,0.39,1.1,1.16,64.82,4.85,0.55,2.02,10.59,0.71,0.59,2.48,0.28,0.1,0.06,100,6.26,1.58,0.59,1.1,0.84,0.47,1.31,1.25,63.75,4.72,0.59,3.58,9.48,0.82,0.69,2.55,0.28,0.1,0.07
2021M04,17 Girona,100,1.58,1.06,0.2,0.44,0.32,0.11,0.53,0.53,87.17,1.84,0.31,0.64,4.07,0.21,0.22,0.68,0.07,0.01,0,100,1.33,0.93,0.2,0.4,0.24,0.15,0.49,0.41,88.84,1.58,0.26,0.57,3.61,0.13,0.17,0.6,0.07,0.01,0
2021M04,46 Valencia/València,100,5.5,1.36,0.46,1.57,0.54,0.6,2.31,2.26,10.36,53.13,0.56,1.33,15.15,2.35,0.46,1.76,0.27,0.03,0,100,7.25,1.53,0.75,1.44,0.69,1.08,2.82,2.46,10.74,48.48,0.75,1.91,15.06,2.42,0.45,1.85,0.29,0.03,0.01
2021M04,28 Madrid,100,9.33,1.63,1.89,1.29,1.52,1.07,4.27,3.34,9.22,6.18,2.08,4.31,46.94,1.69,0.99,3.43,0.58,0.15,0.09,100,10.06,1.63,2.08,1.41,1.75,1.19,4.26,3.3,9.72,6.23,2.11,4.61,44.1,1.73,1.17,3.74,0.53,0.25,0.13
2021M03,29 Málaga,100,64.1,0.78,0.85,0.43,0.9,0.42,1.09,1.49,4.85,3.08,1.08,1.1,11.71,1.17,0.18,1.33,0.26,1.71,3.46,100,60.06,0.85,0.73,0.42,1.01,0.41,1.33,1.43,6.3,3.38,1.56,1.35,13.25,1.17,0.22,1.4,0.39,1.69,3.05
2021M03,41 Sevilla,100,69.92,0.88,0.45,0.48,0.75,0.21,1.78,1.65,3.46,3.74,2.24,0.93,11.11,1.11,0.18,0.5,0.14,0.35,0.12,100,64.87,1.27,0.56,0.62,0.91,0.19,2.07,2.64,3.55,4.59,2.67,1.28,12,1.2,0.19,0.74,0.21,0.3,0.12
2021M03,"07 Balears, Illes",100,4.17,0.47,0.11,48.32,0.28,0.2,0.36,0.47,14.38,5.85,0.77,0.89,20.87,0.98,0.13,1.23,0.04,0.03,0.45,100,3.71,0.44,0.11,51.62,0.35,0.12,0.25,0.61,13.33,5.17,0.96,1.34,19.13,0.97,0.12,1.3,0.04,0.13,0.31
2021M03,08 Barcelona,100,4.83,1.76,0.39,1.39,0.6,1.07,1.23,1.1,65.62,5.1,0.61,1.43,10.34,0.8,0.48,2.9,0.3,0.03,0.02,100,5.3,1.84,0.54,1.45,0.81,1.07,1.24,1.41,61.61,5.61,0.61,2.34,10.59,0.89,0.71,3.5,0.42,0.02,0.03
2021M03,17 Girona,100,1.02,0.51,0.07,0.42,0.2,0.11,0.43,0.39,91.75,1.47,0.1,0.47,2.37,0.13,0.14,0.3,0.1,0.02,0,100,1.06,0.67,0.06,0.56,0.21,0.1,0.52,0.4,90.89,1.38,0.13,0.66,2.44,0.21,0.14,0.36,0.1,0.12,0
2021M03,46 Valencia/València,100,9.27,2.12,0.62,1.06,0.85,0.29,2.08,3.28,10.57,46.78,0.59,1.09,15.69,2.88,0.82,1.67,0.25,0.03,0.07,100,10.5,2.2,0.65,1,1.01,0.37,2.34,3.74,11.43,40.31,1.09,1.65,17.11,3.13,0.89,2.14,0.33,0.03,0.09
2021M03,28 Madrid,100,8.19,1.6,1.64,1.44,1.58,0.83,4.32,3.15,8.5,5.56,1.88,3.89,50.4,1.66,0.95,3.5,0.55,0.14,0.21,100,9.19,1.51,1.91,1.51,1.71,0.95,4.17,3.18,8.78,5.73,1.92,4.26,47.82,1.83,0.99,3.41,0.76,0.18,0.2
2021M02,29 Málaga,100,60.31,0.7,0.38,0.57,0.8,0.54,1.11,1.9,5.42,4.43,1.06,0.79,13.92,1.14,0.35,1.53,0.36,2.43,2.29,100,56.21,0.96,0.35,0.57,0.98,0.68,1.21,1.97,7.4,3.96,1.36,1.08,15.73,0.91,0.43,1.42,0.34,2.54,1.91
2021M02,41 Sevilla,100,70.79,0.67,0.46,0.46,0.51,0.24,1.57,1.79,3.81,3.49,1.93,0.73,10.94,1,0.34,0.76,0.12,0.32,0.05,100,64.23,0.97,0.57,0.72,0.82,0.33,1.82,2.59,4.1,4.55,2.73,1.35,12.36,1.07,0.3,0.93,0.19,0.34,0.03
2021M02,"07 Balears, Illes",100,4.91,0.31,0.21,43.57,0.24,0.18,0.69,0.82,14.02,8.58,0.2,0.99,23.25,0.67,0.2,1.09,0.06,0,0,100,4.72,0.31,0.2,36.54,0.19,0.26,1.65,0.99,18.08,8.56,0.3,1.55,23.31,1.03,0.4,1.79,0.12,0,0
2021M02,08 Barcelona,100,4.53,2.41,0.41,1.49,0.69,0.62,1.52,1.15,66.93,4.78,0.38,1.54,9.53,0.64,0.49,2.54,0.26,0.07,0.04,100,5.57,2.54,0.48,1.45,0.92,0.52,1.6,1.41,61.38,5.48,0.4,3.45,10.21,0.87,0.45,2.84,0.34,0.06,0.02
2021M02,17 Girona,100,1.84,1.21,0.14,0.36,0.12,0.04,1.12,0.96,85.94,2.2,0.2,0.44,3.91,0.43,0.35,0.51,0.18,0.04,0,100,1.85,1.04,0.11,0.42,0.08,0.08,2.23,0.82,83.49,2.57,0.19,0.52,4.52,0.81,0.39,0.66,0.15,0.08,0
2021M02,46 Valencia/València,100,8.15,1.83,0.78,1.17,0.77,0.26,1.58,3.76,10.47,49.99,0.68,1.69,12.75,3.08,0.74,1.77,0.41,0.1,0.03,100,8.99,1.83,1.25,0.96,0.74,0.35,1.73,4.12,11.83,45.85,0.98,2.15,12.62,3.47,0.9,1.72,0.41,0.07,0.02
2021M02,28 Madrid,100,9.78,1.26,1.65,1.11,1.6,1.09,4.28,3.36,8.16,5.39,2.07,3.48,50.64,1.6,0.86,2.8,0.66,0.14,0.09,100,10.57,1.27,1.63,1.21,1.81,1.07,4.39,3.16,8.54,5.79,2.21,3.92,47.61,1.94,0.86,2.93,0.76,0.22,0.11
2021M01,29 Málaga,100,65.49,0.62,0.65,0.66,0.75,0.43,1.56,1.64,3.57,2.22,1.65,0.98,12.49,0.85,0.26,1.19,0.22,2.42,2.33,100,60.79,0.84,0.78,0.63,0.83,0.44,1.83,2.67,4.37,2.14,2.04,1.19,14.24,0.69,0.26,1.42,0.15,2.31,2.36
2021M01,41 Sevilla,100,69.49,0.55,1.36,0.49,0.63,0.21,1.72,1.8,4.72,3.27,1.8,0.68,10.44,1.26,0.26,0.7,0.06,0.46,0.09,100,65.3,0.71,2.18,0.6,0.67,0.29,1.77,2.93,4.87,3.7,2.18,1.2,10.39,1.4,0.24,0.89,0.13,0.44,0.08
2021M01,"07 Balears, Illes",100,10.19,0.27,0.87,38.67,1.28,0.72,0.76,0.41,11.08,8.26,0.32,1.57,23.38,1.04,0.22,0.82,0.14,0,0,100,8.33,0.23,0.81,39.23,1.11,0.32,0.95,0.61,11.57,9.41,0.28,1.98,22.12,1.69,0.27,1.04,0.06,0,0
2021M01,08 Barcelona,100,5.61,1.51,0.5,0.88,0.7,0.47,1.59,1.54,64.8,4.61,0.95,1.9,9.57,0.53,0.56,2.87,0.33,0.12,0.96,100,6.97,1.42,0.69,1,0.79,0.43,1.61,2.21,59.32,6.18,0.81,2.92,8.88,2.28,0.4,2.9,0.46,0.08,0.66
2021M01,17 Girona,100,2.38,0.95,0.24,0.27,0.12,0.02,0.47,0.6,87.21,2.51,0.11,0.86,2.63,0.63,0.11,0.79,0.09,0,0,100,2,0.99,0.16,0.51,0.09,0.01,0.54,0.46,85.55,2.28,0.1,2.43,2.47,0.57,0.1,1.42,0.1,0.23,0
2021M01,46 Valencia/València,100,8.42,1.76,0.47,1.68,0.49,0.42,2.05,3.2,11.2,47.74,0.63,1.48,13.84,3.66,1.15,1.47,0.25,0.03,0.04,100,9.26,1.81,0.56,1.91,0.72,0.48,2.36,3.28,12.46,41.99,0.69,2.34,14.49,4.12,1.6,1.59,0.25,0.02,0.04
2021M01,28 Madrid,100,7.26,1.38,1.57,0.98,1.47,1.08,4.2,3.9,7.65,4.75,1.54,3.5,54.89,1.34,0.79,2.75,0.58,0.27,0.11,100,8.78,1.34,1.57,1.01,1.58,1.2,4.45,3.86,8.2,4.72,1.49,3.8,50.95,2.35,0.77,2.78,0.71,0.33,0.11
2020M12,29 Málaga,100,58.94,0.69,1.09,0.5,0.42,0.63,1.25,1.6,5.3,1.89,1.9,1.17,16.01,1.12,0.34,1.4,0.34,2.53,2.89,100,53.4,0.57,1.45,0.55,0.49,0.52,1.5,1.52,4.42,1.82,2.64,1.08,21.25,0.97,0.36,1.42,0.48,2.33,3.23
2020M12,41 Sevilla,100,71.17,0.66,1.1,0.28,0.73,0.15,1.38,1.27,3.14,3.04,1.87,1.35,11.77,0.81,0.11,0.6,0.09,0.42,0.05,100,65.13,0.94,1.17,0.29,0.68,0.16,1.51,1.44,3.57,4.09,2.01,1.4,14.57,1.13,0.12,1.2,0.13,0.41,0.06
2020M12,"07 Balears, Illes",100,7.18,0.49,0.25,51.18,0.62,0.78,0.68,0.51,11.87,5.51,1.1,0.8,17.3,0.42,0.22,1.05,0,0.04,0,100,6.34,0.57,0.29,45.97,0.86,0.45,0.8,0.46,16.8,5.7,1.22,0.95,17.8,0.56,0.16,0.99,0,0.09,0
2020M12,08 Barcelona,100,4.52,1.78,0.39,1.26,0.63,0.22,2.48,1.16,68.91,4.69,0.4,1.17,8.18,0.53,0.48,2.82,0.31,0.04,0.02,100,4.95,1.87,0.93,1.47,1.12,0.25,2.29,1.43,65.04,4.99,0.33,1.36,9.11,0.57,0.49,2.93,0.78,0.04,0.03
2020M12,17 Girona,100,1.95,0.85,0.14,0.54,0.13,0.01,0.25,0.42,88.32,2.42,0.03,0.54,2.96,0.49,0.27,0.45,0.14,0.08,0,100,2.23,0.72,0.1,0.82,0.12,0,0.24,0.28,88.14,2.02,0.02,0.45,3.45,0.44,0.24,0.42,0.1,0.21,0
2020M12,46 Valencia/València,100,5.33,1.69,0.9,1.42,0.82,0.45,2,2.4,11.45,53.08,0.46,1.21,13.37,2.6,0.68,1.68,0.34,0.08,0.03,100,6.91,1.86,1.13,1.37,1.09,0.81,2,2.2,12.88,47.71,0.59,1.92,13.37,2.49,0.91,1.79,0.82,0.13,0.02
2020M12,28 Madrid,100,8.61,1.43,1.66,0.9,1.51,0.94,4.36,3.45,7.39,4.41,1.57,3.77,53.64,1.47,0.76,3.19,0.58,0.24,0.13,100,9.96,1.41,1.73,0.93,1.73,1.04,4.31,3.35,7.73,4.12,1.51,3.88,51.74,1.55,0.68,3.36,0.48,0.29,0.23
2020M11,29 Málaga,100,59.55,1.14,0.89,0.78,1.26,0.53,1.39,2.27,5.29,3.45,2.2,1.83,13.22,1.56,0.27,1.1,0.01,1.03,2.2,100,56.78,1.26,0.75,0.77,1.31,0.44,1.38,2.03,5.3,3.68,2.46,1.4,16.96,1.02,0.2,0.93,0.08,1.32,1.93
2020M11,41 Sevilla,100,58.73,0.99,1.06,0.4,0.86,0.33,1.75,2.35,6.24,4.09,3.05,1.86,14.49,1.54,0.39,0.88,0.11,0.64,0.23,100,51.75,1.69,1.14,0.58,1.23,0.3,1.86,3.75,5.99,5.11,3.76,2.62,16.35,1.59,0.41,0.96,0.2,0.43,0.28
2020M11,"07 Balears, Illes",100,6.32,0.33,0.18,48.9,0.68,0.66,0.86,0.54,12.16,6.8,0.17,1.26,19.9,0.56,0.11,0.55,0,0.02,0,100,5.58,0.34,0.26,45.21,0.69,0.66,0.99,0.99,13.33,6.67,0.32,1.78,20.71,0.58,0.14,1.71,0.01,0.02,0
2020M11,08 Barcelona,100,5.74,2.09,0.42,1.04,0.82,0.57,1.49,1.49,61.69,5.44,0.78,1.57,11.39,1.07,0.6,2.91,0.5,0.07,0.35,100,6.02,2.46,0.46,1.31,1.04,0.57,2.14,1.84,56.57,6.05,1.01,2.23,12.77,0.94,0.63,3.04,0.61,0.09,0.22
2020M11,17 Girona,100,2.53,1.81,1.44,0.54,0.19,0.17,1.44,0.97,79.33,3.72,0.49,0.74,4.77,0.62,0.49,0.33,0.28,0.13,0,100,2.87,1.21,0.85,0.41,0.18,0.11,0.89,0.65,79.59,2.93,0.27,0.45,7.08,0.7,0.29,0.93,0.19,0.41,0
2020M11,46 Valencia/València,100,8.19,1.74,0.74,1.28,0.69,0.55,2.65,2.92,11.72,44.07,0.93,1.66,16.82,3.19,0.54,1.85,0.25,0.11,0.1,100,8.36,1.64,0.88,1.31,0.72,0.97,2.81,2.96,13.26,40.81,0.8,1.88,16.62,3.53,0.85,2.09,0.31,0.15,0.05
2020M11,28 Madrid,100,8.9,1.54,1.71,1.06,1.76,1.27,4.5,3.59,8.19,5.91,1.83,3.92,49.81,1.44,0.91,3.03,0.4,0.11,0.12,100,10.66,1.6,1.89,0.99,1.78,1.32,4.9,3.56,8.51,6.78,1.94,4.22,45.49,1.82,0.88,2.97,0.38,0.19,0.12
2020M10,29 Málaga,100,63.45,1.11,0.64,0.69,1.09,0.61,1.97,2.02,3.48,4.1,2.49,1.22,10.69,1.5,0.52,2.2,0.29,1.04,0.89,100,60.69,1.16,0.85,0.67,0.9,0.81,2.52,1.93,3.4,4.04,2.44,1.41,12.24,1.33,0.62,2.89,0.32,0.91,0.87
2020M10,41 Sevilla,100,53.12,1.15,1.3,0.8,1.16,0.48,2.84,2.94,6.42,6.03,4.39,1.74,12.38,1.49,0.43,2.5,0.15,0.56,0.11,100,46.74,1.41,1.57,0.93,1.3,0.59,3,3.94,6.77,7.49,3.92,2.26,13.61,1.68,0.44,3.56,0.19,0.5,0.12
2020M10,"07 Balears, Illes",100,6.01,1.23,0.79,42.14,0.91,0.83,1.91,0.49,17.96,6.39,0.5,1.29,14.73,1.75,0.21,2.84,0.02,0,0.01,100,5.99,1.59,0.8,37.44,1.53,0.69,2.31,0.62,20.01,7.53,0.79,1.51,13.82,2.22,0.25,2.88,0.01,0,0.02
2020M10,08 Barcelona,100,6.74,2.86,0.54,2.28,0.77,0.58,1.45,1.82,58.45,6.43,0.38,1.48,10.92,1.47,0.65,2.68,0.33,0.09,0.08,100,7.42,2.92,0.66,2.15,0.92,0.58,1.52,2.2,53.16,7.45,0.43,3.23,12.16,1.11,0.64,2.68,0.63,0.07,0.07
2020M10,17 Girona,100,1.5,0.64,0.09,0.41,0.22,0.09,0.3,0.77,89.09,2.65,0.08,0.36,2.12,0.58,0.21,0.59,0.16,0.12,0,100,1.39,0.75,0.07,0.32,0.17,0.1,0.32,0.8,87.95,2.53,0.07,0.36,3.28,0.49,0.24,0.88,0.11,0.15,0
2020M10,46 Valencia/València,100,9.52,3.78,0.72,1.89,0.69,0.53,2.5,4.07,14.03,34.29,0.65,1.78,17.75,4.18,0.8,2.36,0.31,0.11,0.05,100,9.49,3.94,0.96,2,0.97,0.6,3.5,4.31,14.14,30.86,0.72,2.22,18.02,3.53,1.15,2.93,0.4,0.12,0.14
2020M10,28 Madrid,100,9.1,1.57,1.66,1.03,1.56,1.32,4.34,3.82,7.48,6.14,2.01,4.1,50.01,1.39,0.86,2.96,0.46,0.09,0.08,100,11.4,1.39,1.78,1.04,1.42,1.22,4.19,3.39,7.99,6.62,1.9,4.24,47.63,1.51,0.82,2.95,0.36,0.07,0.08
2020M09,29 Málaga,100,60.87,0.78,0.75,0.42,0.85,0.46,2.48,2.61,4.47,2.8,2.78,0.97,13.94,1.2,0.53,1.83,0.47,0.97,0.81,100,54.51,1.03,0.99,0.28,0.96,0.67,3.75,3.29,4.66,2.44,3.63,1.03,16.38,0.94,0.53,2.61,0.82,0.79,0.71
2020M09,41 Sevilla,100,51.04,1.3,1.51,0.6,1.38,0.74,2.67,2.67,7.75,4.73,4.49,1.7,14.27,1.46,0.7,2.12,0.25,0.52,0.1,100,44.47,1.68,1.84,0.56,1.43,0.82,2.96,2.92,10.5,5.78,3.81,1.71,15.43,1.97,0.74,2.51,0.28,0.49,0.1
2020M09,"07 Balears, Illes",100,5.14,1.44,1.85,24.41,0.6,2.97,1.61,1.21,21.13,8.12,0.98,1.83,21.81,0.75,0.98,3.82,1.03,0.19,0.12,100,5.47,1.54,2.43,18.97,0.56,2.92,1.73,1.25,21.58,8.39,1.11,2.19,23.61,0.64,1.6,4.79,0.98,0.16,0.08
2020M09,08 Barcelona,100,5.35,3.04,0.67,1.53,0.76,0.39,1.68,1.24,60.59,6.18,0.58,1.61,10.95,0.85,1.01,3.09,0.35,0.1,0.03,100,6.61,3.05,1.05,1.48,0.87,0.35,2.06,1.5,55.85,6.84,0.6,3.06,10.91,0.97,1.17,3.1,0.43,0.08,0.02
2020M09,17 Girona,100,0.58,0.97,0.2,0.27,0.09,0.09,0.33,0.29,91.73,1.25,0.09,0.49,2.43,0.21,0.21,0.62,0.14,0,0.01,100,0.5,1.25,0.14,0.22,0.09,0.08,0.33,0.27,91.34,1.14,0.1,0.5,2.48,0.14,0.28,1,0.15,0,0.01
2020M09,46 Valencia/València,100,6.66,3.67,0.82,1.15,0.64,0.52,3.33,6.22,12.29,27.86,0.73,2.12,26.55,3.14,0.84,2.28,1.1,0.05,0.02,100,6.37,3.77,1.34,1.15,0.91,0.6,5.46,7.34,10.06,20.95,0.6,2.4,31.01,2.69,1.09,2.71,1.46,0.05,0.02
2020M09,28 Madrid,100,11.45,2.29,2.27,1.09,1.79,1.6,4.85,3.98,9.64,7.26,2.1,4.22,38.43,2.19,1.57,4.14,0.86,0.22,0.06,100,13,1.99,2.33,1.37,1.94,1.46,4.76,4.17,9.38,6.77,1.87,5.09,36.82,2.44,1.53,4.13,0.68,0.23,0.05
2020M08,29 Málaga,100,58.03,0.65,0.46,0.32,0.35,0.28,2.06,3.5,3.49,2.49,3.28,0.74,18.46,1.12,0.29,2.6,0.19,0.95,0.74,100,50.36,0.87,0.58,0.29,0.39,0.28,2.94,4.1,3.7,2.32,3.67,0.83,23.83,0.94,0.36,3.1,0.23,0.74,0.46
2020M08,41 Sevilla,100,51.21,1.37,1.53,0.57,1.26,0.35,2.62,2.42,7.97,4.04,3.41,1.87,15.62,1.18,0.43,3.45,0.29,0.33,0.07,100,45.4,1.74,1.73,0.59,1.27,0.38,2.78,2.83,10.05,4.73,3.36,1.75,17.3,1.25,0.5,3.54,0.29,0.42,0.09
2020M08,"07 Balears, Illes",100,7.4,1.46,0.96,31.35,0.61,2.28,1.28,0.95,17.6,8.35,0.47,1.38,20.05,0.82,0.33,4.25,0.35,0.08,0.02,100,7.9,1.73,1.09,28.77,0.55,1.5,1.39,1.04,18.88,8.05,0.52,1.35,21.22,0.75,0.5,4.38,0.25,0.1,0.02
2020M08,08 Barcelona,100,3.96,2.18,0.4,0.93,0.43,0.17,0.73,1.44,75.1,2.61,0.26,0.87,7.36,0.38,0.77,2.18,0.2,0.03,0,100,4.46,2.57,0.78,0.77,0.37,0.14,0.79,1.23,73.35,2.36,0.28,1.52,7.08,0.36,0.99,2.7,0.22,0.03,0.01
2020M08,17 Girona,100,0.65,0.84,0.04,0.11,0.06,0.14,0.35,0.13,90.87,1.56,0.17,0.34,2.33,0.21,0.31,1.84,0.05,0.01,0,100,0.75,0.86,0.04,0.09,0.05,0.19,0.51,0.14,89.59,1.59,0.22,0.28,2.59,0.17,0.49,2.36,0.07,0.01,0
2020M08,46 Valencia/València,100,5.26,4.45,0.63,0.78,0.35,0.36,3.07,6.68,12.84,22.39,1.01,1.05,35.04,2.24,0.85,2.34,0.49,0.13,0.04,100,4.74,4.31,0.56,0.52,0.42,0.44,4.19,7.32,9.63,18.45,0.91,1.08,41.54,1.78,0.89,2.54,0.54,0.12,0.03
2020M08,28 Madrid,100,10.85,1.74,1.83,0.98,1.79,1.08,4.94,4.16,8.46,6.05,2.27,3.94,41.82,2.22,1.37,5.59,0.61,0.27,0.03,100,11.35,1.74,1.91,0.89,2.04,0.97,4.87,3.48,8.76,5.54,2.28,3.91,42.57,2.24,1.08,5.65,0.47,0.2,0.02
2020M07,29 Málaga,100,64.03,0.63,0.52,0.31,0.53,0.28,1.9,3.38,2.36,2.52,2.55,0.74,15.05,1.34,0.55,1.71,0.17,0.96,0.48,100,57.78,0.8,0.87,0.24,0.46,0.32,3.08,3.51,2.3,1.99,3.14,0.78,18.82,1.12,0.81,2.58,0.19,0.84,0.37
2020M07,41 Sevilla,100,48.84,1.36,2.11,0.45,1.15,0.56,2.88,2.57,5.34,4.07,4.4,1.92,18.46,1.41,1.02,2.37,0.35,0.71,0.04,100,43.54,1.63,2.24,0.42,1.44,0.52,3.05,2.65,6.07,4.91,4,2.43,20.87,1.42,0.92,2.84,0.31,0.73,0.02
2020M07,"07 Balears, Illes",100,9.05,1.41,1.38,32.92,0.86,2.12,1.09,0.92,17.86,7.47,0.94,1.36,18,0.98,0.37,2.87,0.32,0.03,0.04,100,9.13,1.49,1.77,29.43,0.78,2.01,1.33,1.04,17.34,7.56,0.92,1.45,20.13,0.94,0.48,3.76,0.37,0.04,0.02
2020M07,08 Barcelona,100,5.13,2.81,0.55,1.31,0.7,0.36,1.45,1.18,64.48,5.68,0.4,1.06,8.69,0.64,1.84,3.42,0.28,0.03,0.02,100,6.62,2.93,1.52,1.3,0.92,0.5,1.59,1.46,59.35,5.17,0.45,2.2,9.76,0.51,2.12,3.26,0.29,0.04,0.02
2020M07,17 Girona,100,0.55,0.91,0.17,0.22,0.11,0.05,0.47,0.22,89.83,1.46,0.19,0.52,2.76,0.2,0.41,1.73,0.19,0,0.01,100,0.49,1.11,0.12,0.17,0.08,0.04,0.71,0.25,87.76,1.39,0.28,0.53,3.44,0.22,0.82,2.31,0.29,0,0.01
2020M07,46 Valencia/València,100,6.91,3.81,0.83,1.1,0.52,0.43,2.89,7.6,10.5,24.93,0.85,1.18,32.82,2.39,0.92,1.83,0.31,0.18,0,100,5.88,3.88,0.93,0.82,0.48,0.48,3.92,8.38,8.14,21.38,0.76,1.09,38.17,2.12,1.16,1.72,0.42,0.23,0.04
2020M07,28 Madrid,100,11.5,2.12,2.27,1.12,1.86,1.32,4.6,3.6,9.02,7.37,2.35,4.14,39.56,2.63,1.3,4.45,0.62,0.13,0.05,100,11.84,2,2.21,1.04,2.05,1.21,4.76,3.05,9.41,7.23,2.36,4.39,39.59,2.58,1.15,4.45,0.47,0.16,0.06
2020M06,29 Málaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,41 Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,"07 Balears, Illes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,08 Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,17 Girona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,46 Valencia/València,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M06,28 Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,29 Málaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,41 Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,"07 Balears, Illes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,08 Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,17 Girona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,46 Valencia/València,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M05,28 Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,29 Málaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,41 Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,"07 Balears, Illes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,08 Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,17 Girona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,46 Valencia/València,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M04,28 Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
