periodo;pais_origen;viajeros;pernoctaciones
2022M12;Portugal;111951;213573
2022M12;República Checa;11432;44645
2022M12;Suecia;56090;324140
2022M12;Resto de la U.E.;78208;245194
2022M12;Noruega;31771;205590
2022M12;Reino Unido;416521;2272697
2022M12;Rusia;;
2022M12;Suiza;36804;133615
2022M12;Otros Países Europeos;102352;347513
2022M12;África;55953;129053
2022M12;UE28 sin España;1664772;7249806
2022M12;UE27_2020 sin España;1248251;4977109
2022M12;Resto del Mundo;174620;431913
2022M12;América (sin EEUU);217689;508822
2022M12;Estados Unidos de América;156109;394602
2022M12;Japón;13261;27506
2022M12;Asia (sin Japón);;
2022M11;Total;6284698;17661676
2022M11;Residentes en España;3541109;7046984
2022M11;Residentes en el Extranjero;2743589;10614692
2022M11;Alemania;290820;1778704
2022M11;Austria;21391;93936
2022M11;Bélgica;69020;342323
2022M11;Dinamarca;37264;196744
2022M11;Finlandia;37091;216982
2022M11;Francia;283356;732149
2022M11;Grecia;12329;38446
2022M11;Irlanda;58029;278862
2022M11;Italia;163395;472097
2022M11;Luxemburgo;4436;25820
2022M11;Países Bajos;106833;414227
2022M11;Polonia;48748;188236
2022M11;Portugal;85628;176193
2022M11;República Checa;17261;59534
2022M11;Suecia;71640;419091
2022M11;Resto de la U.E.;89332;273385
2022M11;Noruega;46624;281236
2022M11;Reino Unido;448512;2385127
2022M11;Rusia;;
2022M11;Suiza;43220;169885
2022M11;Otros Países Europeos;99831;346939
2022M11;África;49027;118308
2022M11;UE28 sin España;1845085;8091857
2022M11;UE27_2020 sin España;1396573;5706730
2022M11;Resto del Mundo;183932;457672
2022M11;América (sin EEUU);245004;589626
2022M11;Estados Unidos de América;196609;487522
2022M11;Japón;13423;29125
2022M11;Asia (sin Japón);;
2022M10;Total;9743259;29865924
2022M10;Residentes en España;4657750;9771323
2022M10;Residentes en el Extranjero;5085510;20094601
2022M10;Alemania;716360;3976465
2022M10;Austria;49840;178167
2022M10;Bélgica;129151;533996
2022M10;Dinamarca;60784;321637
2022M10;Finlandia;38249;177537
2022M10;Francia;598164;1745157
2022M10;Grecia;14643;43164
2022M10;Irlanda;117981;531972
2022M10;Italia;245017;681048
2022M10;Luxemburgo;8253;36324
2022M10;Países Bajos;211127;886386
2022M10;Polonia;94042;398298
2022M10;Portugal;134860;305894
2022M10;República Checa;34613;173943
2022M10;Suecia;82346;331756
2022M10;Resto de la U.E.;135432;431750
2022M10;Noruega;67438;320957
2022M10;Reino Unido;957600;5359407
2022M10;Rusia;;
2022M10;Suiza;118941;500962
2022M10;Otros Países Europeos;145433;523225
2022M10;África;64837;159849
2022M10;UE28 sin España;3628462;16112899
2022M10;UE27_2020 sin España;2670862;10753493
2022M10;Resto del Mundo;253855;619268
2022M10;América (sin EEUU);402817;937605
2022M10;Estados Unidos de América;363053;833401
2022M10;Japón;16157;33290
2022M10;Asia (sin Japón);;
2022M09;Total;11050305;35999861
2022M09;Residentes en España;5178258;12065204
2022M09;Residentes en el Extranjero;5872047;23934658
2022M09;Alemania;880931;4793552
2022M09;Austria;56407;223951
2022M09;Bélgica;159125;696873
2022M09;Dinamarca;66012;272629
2022M09;Finlandia;22354;73632
2022M09;Francia;594211;1837514
2022M09;Grecia;11564;32626
2022M09;Irlanda;154968;699535
2022M09;Italia;295884;971011
2022M09;Luxemburgo;9899;55075
2022M09;Países Bajos;256111;1124274
2022M09;Polonia;114825;567143
2022M09;Portugal;205600;677034
2022M09;República Checa;45378;200996
2022M09;Suecia;76613;306360
2022M09;Resto de la U.E.;146222;527439
2022M09;Noruega;56915;228604
2022M09;Reino Unido;1237605;6768744
2022M09;Rusia;;
2022M09;Suiza;112907;449136
2022M09;Otros Países Europeos;166271;631716
2022M09;África;67728;162012
2022M09;UE28 sin España;4333707;19828387
2022M09;UE27_2020 sin España;3096103;13059643
2022M09;Resto del Mundo;259103;638933
2022M09;América (sin EEUU);441760;1016207
2022M09;Estados Unidos de América;392915;890838
2022M09;Japón;14129;31807
2022M09;Asia (sin Japón);;
2022M08;Total;12889916;46140100
2022M08;Residentes en España;6526507;18268800
2022M08;Residentes en el Extranjero;6363409;27871300
2022M08;Alemania;801550;4665352
2022M08;Austria;56108;262337
2022M08;Bélgica;164690;683468
2022M08;Dinamarca;50043;259389
2022M08;Finlandia;15675;60202
2022M08;Francia;1054575;3699046
2022M08;Grecia;15937;48321
2022M08;Irlanda;128508;680463
2022M08;Italia;484390;1773605
2022M08;Luxemburgo;15901;77771
2022M08;Países Bajos;326268;1571343
2022M08;Polonia;109881;599393
2022M08;Portugal;316463;1047020
2022M08;República Checa;37296;191819
2022M08;Suecia;62114;275004
2022M08;Resto de la U.E.;159498;638444
2022M08;Noruega;42360;209848
2022M08;Reino Unido;1221354;7294732
2022M08;Rusia;;
2022M08;Suiza;98490;459603
2022M08;Otros Países Europeos;156661;697477
2022M08;África;110101;275633
2022M08;UE28 sin España;5020252;23827710
2022M08;UE27_2020 sin España;3798898;16532978
2022M08;Resto del Mundo;255421;740209
2022M08;América (sin EEUU);375613;913442
2022M08;Estados Unidos de América;260354;645375
2022M08;Japón;11942;29213
2022M08;Asia (sin Japón);;
2022M07;Total;12292936;42121775
2022M07;Residentes en España;6075062;15608687
2022M07;Residentes en el Extranjero;6217875;26513088
2022M07;Alemania;776051;4502389
2022M07;Austria;62461;276350
2022M07;Bélgica;233125;1035204
2022M07;Dinamarca;92739;444814
2022M07;Finlandia;24477;96548
2022M07;Francia;748958;2382480
2022M07;Grecia;13561;40740
2022M07;Irlanda;135486;746222
2022M07;Italia;320514;1159710
2022M07;Luxemburgo;9609;43630
2022M07;Países Bajos;307323;1334873
2022M07;Polonia;121357;678750
2022M07;Portugal;208687;621349
2022M07;República Checa;46140;246901
2022M07;Suecia;86411;363110
2022M07;Resto de la U.E.;165921;657433
2022M07;Noruega;88758;408179
2022M07;Reino Unido;1246024;7004436
2022M07;Rusia;;
2022M07;Suiza;148126;661885
2022M07;Otros Países Europeos;163770;736901
2022M07;África;95908;226287
2022M07;UE28 sin España;4598843;21634939
2022M07;UE27_2020 sin España;3352820;14630503
2022M07;Resto del Mundo;277955;786180
2022M07;América (sin EEUU);412300;1002778
2022M07;Estados Unidos de América;393819;961715
2022M07;Japón;10452;29439
2022M07;Asia (sin Japón);;
2022M06;Total;10990468;35111326
2022M06;Residentes en España;5422886;12216496
2022M06;Residentes en el Extranjero;5567582;22894830
2022M06;Alemania;862263;4688446
2022M06;Austria;53803;207640
2022M06;Bélgica;123255;544104
2022M06;Dinamarca;42486;181524
2022M06;Finlandia;24676;88595
2022M06;Francia;557755;1651129
2022M06;Grecia;12880;38978
2022M06;Irlanda;137175;709437
2022M06;Italia;292664;920470
2022M06;Luxemburgo;9182;42535
2022M06;Países Bajos;228625;1010520
2022M06;Polonia;112585;543537
2022M06;Portugal;199570;563887
2022M06;República Checa;35584;163427
2022M06;Suecia;71124;293062
2022M06;Resto de la U.E.;153453;533849
2022M06;Noruega;54021;236042
2022M06;Reino Unido;1223994;6795442
2022M06;Rusia;;
2022M06;Suiza;99416;381996
2022M06;Otros Países Europeos;144417;580114
2022M06;África;58438;140150
2022M06;UE28 sin España;4141074;18976581
2022M06;UE27_2020 sin España;2917080;12181139
2022M06;Resto del Mundo;223122;570394
2022M06;América (sin EEUU);374258;910477
2022M06;Estados Unidos de América;437326;1022960
2022M06;Japón;11087;24511
2022M06;Asia (sin Japón);;
2022M05;Total;9920671;29785395
2022M05;Residentes en España;4672236;10052067
2022M05;Residentes en el Extranjero;5248435;19733328
2022M05;Alemania;760733;3668543
2022M05;Austria;61177;227901
2022M05;Bélgica;128810;523905
2022M05;Dinamarca;54737;232535
2022M05;Finlandia;25211;89116
2022M05;Francia;688452;1963996
2022M05;Grecia;13137;40031
2022M05;Irlanda;133430;589362
2022M05;Italia;255672;690066
2022M05;Luxemburgo;9902;48182
2022M05;Países Bajos;267278;1164861
2022M05;Polonia;89592;397558
2022M05;Portugal;120365;272413
2022M05;República Checa;30983;115116
2022M05;Suecia;74242;286849
2022M05;Resto de la U.E.;128803;403854
2022M05;Noruega;48649;198231
2022M05;Reino Unido;1117705;5562875
2022M05;Rusia;;
2022M05;Suiza;100169;350045
2022M05;Otros Países Europeos;130622;513472
2022M05;África;61115;150453
2022M05;UE28 sin España;3960229;16277162
2022M05;UE27_2020 sin España;2842525;10714287
2022M05;Resto del Mundo;197101;500607
2022M05;América (sin EEUU);361850;843961
2022M05;Estados Unidos de América;361833;838841
2022M05;Japón;8241;20421
2022M05;Asia (sin Japón);;
2022M04;Total;8689822;25197638
2022M04;Residentes en España;4733976;10260559
2022M04;Residentes en el Extranjero;3955846;14937079
2022M04;Alemania;565194;2858295
2022M04;Austria;48997;175205
2022M04;Bélgica;119332;500566
2022M04;Dinamarca;53475;255760
2022M04;Finlandia;24642;106700
2022M04;Francia;509757;1486007
2022M04;Grecia;12221;36685
2022M04;Irlanda;99375;423287
2022M04;Italia;208141;593722
2022M04;Luxemburgo;9170;43878
2022M04;Países Bajos;200240;760745
2022M04;Polonia;63343;254084
2022M04;Portugal;157339;357552
2022M04;República Checa;24940;88635
2022M04;Suecia;63726;289229
2022M04;Resto de la U.E.;130262;397777
2022M04;Noruega;44998;211008
2022M04;Reino Unido;710060;3499739
2022M04;Rusia;;
2022M04;Suiza;90789;339515
2022M04;Otros Países Europeos;119231;498562
2022M04;África;30760;80816
2022M04;UE28 sin España;3000215;12127864
2022M04;UE27_2020 sin España;2290155;8628125
2022M04;Resto del Mundo;137188;393612
2022M04;América (sin EEUU);279019;675976
2022M04;Estados Unidos de América;222759;536732
2022M04;Japón;7907;20113
2022M04;Asia (sin Japón);;
2022M03;Total;6061398;17632648
2022M03;Residentes en España;3432900;7071757
2022M03;Residentes en el Extranjero;2628498;10560891
2022M03;Alemania;358345;1971226
2022M03;Austria;22928;89770
2022M03;Bélgica;78803;378930
2022M03;Dinamarca;44074;241815
2022M03;Finlandia;27919;140949
2022M03;Francia;276873;767468
2022M03;Grecia;9250;32982
2022M03;Irlanda;60501;266880
2022M03;Italia;150285;440198
2022M03;Luxemburgo;4242;20829
2022M03;Países Bajos;128193;541843
2022M03;Polonia;44952;199521
2022M03;Portugal;79235;173611
2022M03;República Checa;18604;70345
2022M03;Suecia;52984;273550
2022M03;Resto de la U.E.;87395;275552
2022M03;Noruega;35781;214894
2022M03;Reino Unido;481097;2533178
2022M03;Rusia;;
2022M03;Suiza;44190;160751
2022M03;Otros Países Europeos;96776;369536
2022M03;África;47245;129023
2022M03;UE28 sin España;1925680;8418647
2022M03;UE27_2020 sin España;1444583;5885469
2022M03;Resto del Mundo;105146;308959
2022M03;América (sin EEUU);192296;489641
2022M03;Estados Unidos de América;160667;415119
2022M03;Japón;4861;14146
2022M03;Asia (sin Japón);;
2022M02;Total;5133961;13623546
2022M02;Residentes en España;3164177;6018570
2022M02;Residentes en el Extranjero;1969784;7604976
2022M02;Alemania;200136;1087577
2022M02;Austria;18345;80963
2022M02;Bélgica;64593;284967
2022M02;Dinamarca;36925;208473
2022M02;Finlandia;21104;116688
2022M02;Francia;281232;782600
2022M02;Grecia;5552;15604
2022M02;Irlanda;47425;217798
2022M02;Italia;112736;330073
2022M02;Luxemburgo;4835;23022
2022M02;Países Bajos;103254;409270
2022M02;Polonia;48072;228944
2022M02;Portugal;80563;167185
2022M02;República Checa;12772;48031
2022M02;Suecia;39450;199711
2022M02;Resto de la U.E.;71293;226440
2022M02;Noruega;25846;156082
2022M02;Reino Unido;342343;1761079
2022M02;Rusia;13582;38348
2022M02;Suiza;33326;120667
2022M02;Otros Países Europeos;61792;206621
2022M02;África;39523;104181
2022M02;UE28 sin España;1490629;6188423
2022M02;UE27_2020 sin España;1148286;4427345
2022M02;Resto del Mundo;74419;207960
2022M02;América (sin EEUU);140962;356253
2022M02;Estados Unidos de América;72380;187273
2022M02;Japón;3890;9584
2022M02;Asia (sin Japón);;
2022M01;Total;3770578;10598385
2022M01;Residentes en España;2342492;4536018
2022M01;Residentes en el Extranjero;1428086;6062368
2022M01;Alemania;143443;1019957
2022M01;Austria;11405;62706
2022M01;Bélgica;54596;275167
2022M01;Dinamarca;27330;165793
2022M01;Finlandia;17719;106459
2022M01;Francia;165410;445257
2022M01;Grecia;3481;11886
2022M01;Irlanda;32193;169173
2022M01;Italia;85866;290787
2022M01;Luxemburgo;2500;15912
2022M01;Países Bajos;98157;415754
2022M01;Polonia;35008;180713
2022M01;Portugal;44865;92711
2022M01;República Checa;8943;35681
2022M01;Suecia;37152;240746
2022M01;Resto de la U.E.;54314;175868
2022M01;Noruega;18392;112573
2022M01;Reino Unido;184101;1092945
2022M01;Rusia;15047;40519
2022M01;Suiza;19706;75888
2022M01;Otros Países Europeos;50242;173440
2022M01;África;32144;100219
2022M01;UE28 sin España;1006483;4797514
2022M01;UE27_2020 sin España;822382;3704569
2022M01;Resto del Mundo;63302;170238
2022M01;América (sin EEUU);149400;403075
2022M01;Estados Unidos de América;59962;159410
2022M01;Japón;2189;6372
2022M01;Asia (sin Japón);;
2021M12;Total;4881952;13220155
2021M12;Residentes en España;3164988;6316273
2021M12;Residentes en el Extranjero;1716964;6903882
2021M12;Alemania;194051;1305578
2021M12;Austria;14825;65451
2021M12;Bélgica;59926;287721
2021M12;Dinamarca;26712;165453
2021M12;Finlandia;21755;132843
2021M12;Francia;236273;636407
2021M12;Grecia;4943;16111
2021M12;Irlanda;27181;134532
2021M12;Italia;115568;344887
2021M12;Luxemburgo;3920;23966
2021M12;Países Bajos;88499;370733
2021M12;Polonia;29624;149247
2021M12;Portugal;53514;112330
2021M12;República Checa;8551;35354
2021M12;Suecia;44599;257202
2021M12;Resto de la U.E.;59075;188675
2021M12;Noruega;21101;132752
2021M12;Reino Unido;199430;1189776
2021M12;Rusia;14180;36973
2021M12;Suiza;23897;94350
2021M12;Otros Países Europeos;56215;185918
2021M12;África;35055;91933
2021M12;UE28 sin España;1188446;5416266
2021M12;UE27_2020 sin España;989017;4226490
2021M12;Resto del Mundo;93998;251756
2021M12;América (sin EEUU);164989;396636
2021M12;Estados Unidos de América;98448;249341
2021M12;Japón;4769;12371
2021M12;Asia (sin Japón);;
2021M11;Total;5391958;14930647
2021M11;Residentes en España;3218059;6088018
2021M11;Residentes en el Extranjero;2173899;8842628
2021M11;Alemania;282527;1834075
2021M11;Austria;17448;76687
2021M11;Bélgica;80428;428986
2021M11;Dinamarca;38990;214288
2021M11;Finlandia;23808;130812
2021M11;Francia;288439;787919
2021M11;Grecia;7925;23909
2021M11;Irlanda;40429;178764
2021M11;Italia;140042;413857
2021M11;Luxemburgo;4487;26457
2021M11;Países Bajos;105298;433862
2021M11;Polonia;38493;166633
2021M11;Portugal;74394;154604
2021M11;República Checa;13370;46298
2021M11;Suecia;57625;327297
2021M11;Resto de la U.E.;66503;207215
2021M11;Noruega;29339;161651
2021M11;Reino Unido;317175;1756952
2021M11;Rusia;15039;35403
2021M11;Suiza;38960;154211
2021M11;Otros Países Europeos;59250;190785
2021M11;África;36416;99233
2021M11;UE28 sin España;1597380;7208615
2021M11;UE27_2020 sin España;1280206;5451664
2021M11;Resto del Mundo;94978;251182
2021M11;América (sin EEUU);175767;432995
2021M11;Estados Unidos de América;113376;278431
2021M11;Japón;3756;10486
2021M11;Asia (sin Japón);;
2021M10;Total;8131666;23935219
2021M10;Residentes en España;4590112;9526090
2021M10;Residentes en el Extranjero;3541554;14409129
2021M10;Alemania;594642;3496598
2021M10;Austria;35140;137334
2021M10;Bélgica;124807;501839
2021M10;Dinamarca;64886;342478
2021M10;Finlandia;24807;101763
2021M10;Francia;507695;1457189
2021M10;Grecia;10511;32236
2021M10;Irlanda;79673;361300
2021M10;Italia;163110;468504
2021M10;Luxemburgo;8237;39196
2021M10;Países Bajos;221929;988267
2021M10;Polonia;55882;261231
2021M10;Portugal;120210;262673
2021M10;República Checa;22263;97503
2021M10;Suecia;64614;247214
2021M10;Resto de la U.E.;90261;279178
2021M10;Noruega;33599;154291
2021M10;Reino Unido;576607;3073477
2021M10;Rusia;18608;53198
2021M10;Suiza;98848;427546
2021M10;Otros Países Europeos;82244;283557
2021M10;África;37794;112938
2021M10;UE28 sin España;2765272;12147980
2021M10;UE27_2020 sin España;2188664;9074503
2021M10;Resto del Mundo;108253;280371
2021M10;América (sin EEUU);219647;530900
2021M10;Estados Unidos de América;162385;386251
2021M10;Japón;3864;9555
2021M10;Asia (sin Japón);;
2021M09;Total;8256057;25679512
2021M09;Residentes en España;4952050;11812962
2021M09;Residentes en el Extranjero;3304007;13866550
2021M09;Alemania;572993;3398567
2021M09;Austria;31729;134532
2021M09;Bélgica;143391;690055
2021M09;Dinamarca;46867;214938
2021M09;Finlandia;11598;36079
2021M09;Francia;451146;1447504
2021M09;Grecia;5921;19210
2021M09;Irlanda;76198;334533
2021M09;Italia;162384;515421
2021M09;Luxemburgo;10233;58335
2021M09;Países Bajos;222975;1042597
2021M09;Polonia;80015;439539
2021M09;Portugal;143145;430664
2021M09;República Checa;24693;112473
2021M09;Suecia;52275;196438
2021M09;Resto de la U.E.;86148;290672
2021M09;Noruega;14649;54140
2021M09;Reino Unido;481750;2538080
2021M09;Rusia;15985;49480
2021M09;Suiza;76446;313929
2021M09;Otros Países Europeos;82438;279506
2021M09;África;35917;114163
2021M09;UE28 sin España;2603461;11899635
2021M09;UE27_2020 sin España;2121711;9361556
2021M09;Resto del Mundo;112409;279016
2021M09;América (sin EEUU);193581;477853
2021M09;Estados Unidos de América;154653;366025
2021M09;Japón;3867;9442
2021M09;Asia (sin Japón);;
2021M08;Total;10408035;34460041
2021M08;Residentes en España;6935006;19570475
2021M08;Residentes en el Extranjero;3473029;14889566
2021M08;Alemania;426635;2521804
2021M08;Austria;32935;159145
2021M08;Bélgica;129313;556426
2021M08;Dinamarca;39862;222036
2021M08;Finlandia;6753;20351
2021M08;Francia;790735;3026237
2021M08;Grecia;7600;22147
2021M08;Irlanda;56984;277560
2021M08;Italia;214271;799598
2021M08;Luxemburgo;14866;88331
2021M08;Países Bajos;251957;1113191
2021M08;Polonia;87843;495478
2021M08;Portugal;176109;543832
2021M08;República Checa;21839;107961
2021M08;Suecia;42652;189034
2021M08;Resto de la U.E.;111564;419145
2021M08;Noruega;6945;25399
2021M08;Reino Unido;426658;2374945
2021M08;Rusia;17471;56185
2021M08;Suiza;75021;358795
2021M08;Otros Países Europeos;73899;258323
2021M08;África;47202;160706
2021M08;UE28 sin España;2838575;12937221
2021M08;UE27_2020 sin España;2411917;10562277
2021M08;Resto del Mundo;111958;330890
2021M08;América (sin EEUU);159379;402510
2021M08;Estados Unidos de América;127577;321528
2021M08;Japón;3992;11767
2021M08;Asia (sin Japón);;
2021M07;Total;8544001;26351353
2021M07;Residentes en España;5772248;14839925
2021M07;Residentes en el Extranjero;2771753;11511428
2021M07;Alemania;436470;2629179
2021M07;Austria;30473;130987
2021M07;Bélgica;126358;540596
2021M07;Dinamarca;67008;361107
2021M07;Finlandia;6857;20493
2021M07;Francia;470256;1596732
2021M07;Grecia;6229;17774
2021M07;Irlanda;30484;111151
2021M07;Italia;143199;489722
2021M07;Luxemburgo;8925;48274
2021M07;Países Bajos;151481;622607
2021M07;Polonia;85635;498504
2021M07;Portugal;103207;280577
2021M07;República Checa;32331;164114
2021M07;Suecia;53545;222236
2021M07;Resto de la U.E.;105096;383165
2021M07;Noruega;9977;38091
2021M07;Reino Unido;315341;1561051
2021M07;Rusia;16808;58213
2021M07;Suiza;90743;402191
2021M07;Otros Países Europeos;65772;226648
2021M07;África;34796;116538
2021M07;UE28 sin España;2172898;9678268
2021M07;UE27_2020 sin España;1857556;8117217
2021M07;Resto del Mundo;97612;293609
2021M07;América (sin EEUU);144735;359974
2021M07;Estados Unidos de América;126195;308880
2021M07;Japón;2893;7906
2021M07;Asia (sin Japón);;
2021M06;Total;5676067;14259621
2021M06;Residentes en España;4179628;8961374
2021M06;Residentes en el Extranjero;1496439;5298248
2021M06;Alemania;295062;1577948
2021M06;Austria;15426;55829
2021M06;Bélgica;56606;233723
2021M06;Dinamarca;23853;99217
2021M06;Finlandia;4007;10080
2021M06;Francia;268061;762366
2021M06;Grecia;3288;9164
2021M06;Irlanda;9926;26561
2021M06;Italia;90025;278981
2021M06;Luxemburgo;5705;31655
2021M06;Países Bajos;84936;362215
2021M06;Polonia;46922;215034
2021M06;Portugal;86436;196279
2021M06;República Checa;15051;59339
2021M06;Suecia;27169;95140
2021M06;Resto de la U.E.;69417;202529
2021M06;Noruega;3673;9825
2021M06;Reino Unido;82024;239429
2021M06;Rusia;11280;28602
2021M06;Suiza;38574;147291
2021M06;Otros Países Europeos;42745;120374
2021M06;África;24958;76843
2021M06;UE28 sin España;1183912;4455490
2021M06;UE27_2020 sin España;1101889;4216061
2021M06;Resto del Mundo;57045;137067
2021M06;América (sin EEUU);78070;186650
2021M06;Estados Unidos de América;47194;117437
2021M06;Japón;1709;4693
2021M06;Asia (sin Japón);;
2021M05;Total;3404118;7342738
2021M05;Residentes en España;2580060;4695099
2021M05;Residentes en el Extranjero;824057;2647639
2021M05;Alemania;148245;739246
2021M05;Austria;6567;22840
2021M05;Bélgica;33384;112802
2021M05;Dinamarca;6166;21130
2021M05;Finlandia;2474;8839
2021M05;Francia;199406;509051
2021M05;Grecia;2549;6798
2021M05;Irlanda;5497;15019
2021M05;Italia;46719;134638
2021M05;Luxemburgo;4309;23173
2021M05;Países Bajos;36953;116307
2021M05;Polonia;18369;81251
2021M05;Portugal;37228;75288
2021M05;República Checa;8405;36587
2021M05;Suecia;10823;36652
2021M05;Resto de la U.E.;37032;100144
2021M05;Noruega;1725;4498
2021M05;Reino Unido;33841;88183
2021M05;Rusia;7459;19106
2021M05;Suiza;28108;112015
2021M05;Otros Países Europeos;25408;64702
2021M05;África;21935;72079
2021M05;UE28 sin España;637966;2127949
2021M05;UE27_2020 sin España;604125;2039766
2021M05;Resto del Mundo;33048;80171
2021M05;América (sin EEUU);46383;109657
2021M05;Estados Unidos de América;16093;44329
2021M05;Japón;1159;3920
2021M05;Asia (sin Japón);;
2021M04;Total;1955719;4142415
2021M04;Residentes en España;1559023;2841406
2021M04;Residentes en el Extranjero;396696;1301009
2021M04;Alemania;57903;303295
2021M04;Austria;3750;13920
2021M04;Bélgica;11564;32849
2021M04;Dinamarca;2512;8117
2021M04;Finlandia;1868;6069
2021M04;Francia;67278;172486
2021M04;Grecia;1639;4517
2021M04;Irlanda;3077;9034
2021M04;Italia;31271;96021
2021M04;Luxemburgo;4093;22903
2021M04;Países Bajos;16104;43351
2021M04;Polonia;10263;44949
2021M04;Portugal;16580;40859
2021M04;República Checa;5686;29853
2021M04;Suecia;6758;24367
2021M04;Resto de la U.E.;24232;68615
2021M04;Noruega;1094;3675
2021M04;Reino Unido;18558;50949
2021M04;Rusia;4678;13243
2021M04;Suiza;17372;66178
2021M04;Otros Países Europeos;18171;47022
2021M04;África;10799;35398
2021M04;UE28 sin España;283137;972156
2021M04;UE27_2020 sin España;264579;921207
2021M04;Resto del Mundo;16979;44906
2021M04;América (sin EEUU);31012;79699
2021M04;Estados Unidos de América;8641;28215
2021M04;Japón;895;2850
2021M04;Asia (sin Japón);;
2021M03;Total;1770722;3588559
2021M03;Residentes en España;1456708;2591447
2021M03;Residentes en el Extranjero;314013;997112
2021M03;Alemania;40944;184106
2021M03;Austria;2482;9997
2021M03;Bélgica;6220;17050
2021M03;Dinamarca;2090;7391
2021M03;Finlandia;1970;6678
2021M03;Francia;58727;149682
2021M03;Grecia;1268;4841
2021M03;Irlanda;3027;15029
2021M03;Italia;22350;62894
2021M03;Luxemburgo;1540;7628
2021M03;Países Bajos;11006;26976
2021M03;Polonia;7420;34894
2021M03;Portugal;14734;34250
2021M03;República Checa;4125;24736
2021M03;Suecia;6442;30298
2021M03;Resto de la U.E.;18832;54338
2021M03;Noruega;1114;4727
2021M03;Reino Unido;13938;35816
2021M03;Rusia;4413;12020
2021M03;Suiza;5291;16865
2021M03;Otros Países Europeos;14608;35848
2021M03;África;15085;68868
2021M03;UE28 sin España;217114;706606
2021M03;UE27_2020 sin España;203176;670790
2021M03;Resto del Mundo;14926;42081
2021M03;América (sin EEUU);29989;75148
2021M03;Estados Unidos de América;6961;25756
2021M03;Japón;594;2318
2021M03;Asia (sin Japón);;
2021M02;Total;1179236;2436961
2021M02;Residentes en España;975226;1774784
2021M02;Residentes en el Extranjero;204009;662177
2021M02;Alemania;15557;76077
2021M02;Austria;1408;6567
2021M02;Bélgica;4093;11980
2021M02;Dinamarca;939;5061
2021M02;Finlandia;669;2576
2021M02;Francia;40762;109628
2021M02;Grecia;714;2057
2021M02;Irlanda;2495;10501
2021M02;Italia;15911;45627
2021M02;Luxemburgo;1583;8034
2021M02;Países Bajos;7832;20842
2021M02;Polonia;5079;24013
2021M02;Portugal;9411;23673
2021M02;República Checa;2191;12923
2021M02;Suecia;4167;25678
2021M02;Resto de la U.E.;14618;40894
2021M02;Noruega;706;2755
2021M02;Reino Unido;9606;27345
2021M02;Rusia;2883;10454
2021M02;Suiza;2366;9016
2021M02;Otros Países Europeos;8959;23639
2021M02;África;11420;48908
2021M02;UE28 sin España;137034;453475
2021M02;UE27_2020 sin España;127428;426130
2021M02;Resto del Mundo;9780;27409
2021M02;América (sin EEUU);22893;61699
2021M02;Estados Unidos de América;5009;18506
2021M02;Japón;475;1890
2021M02;Asia (sin Japón);;
2021M01;Total;1124601;2459473
2021M01;Residentes en España;889575;1682063
2021M01;Residentes en el Extranjero;235026;777409
2021M01;Alemania;19980;122268
2021M01;Austria;1603;7487
2021M01;Bélgica;7440;35448
2021M01;Dinamarca;1181;4974
2021M01;Finlandia;1022;3052
2021M01;Francia;40133;100504
2021M01;Grecia;674;2068
2021M01;Irlanda;3532;15573
2021M01;Italia;16094;48909
2021M01;Luxemburgo;932;6338
2021M01;Países Bajos;8302;20669
2021M01;Polonia;7024;34809
2021M01;Portugal;14242;33804
2021M01;República Checa;2330;10468
2021M01;Suecia;6316;33309
2021M01;Resto de la U.E.;14820;39181
2021M01;Noruega;1120;3367
2021M01;Reino Unido;9990;36470
2021M01;Rusia;3265;11474
2021M01;Suiza;4522;18048
2021M01;Otros Países Europeos;10016;26556
2021M01;África;13042;36432
2021M01;UE28 sin España;155613;555332
2021M01;UE27_2020 sin España;145623;518862
2021M01;Resto del Mundo;11969;35959
2021M01;América (sin EEUU);26791;64858
2021M01;Estados Unidos de América;5312;19101
2021M01;Japón;498;1345
2021M01;Asia (sin Japón);;
2020M12;Total;1417815;3245991
2020M12;Residentes en España;1097429;2023056
2020M12;Residentes en el Extranjero;320386;1222935
2020M12;Alemania;39419;283603
2020M12;Austria;2382;13176
2020M12;Bélgica;12764;58537
2020M12;Dinamarca;1573;4798
2020M12;Finlandia;1238;4004
2020M12;Francia;45692;107290
2020M12;Grecia;643;2349
2020M12;Irlanda;4506;17950
2020M12;Italia;15566;42444
2020M12;Luxemburgo;1573;9845
2020M12;Países Bajos;11599;40761
2020M12;Polonia;6644;31041
2020M12;Portugal;15424;31861
2020M12;República Checa;2288;11539
2020M12;Suecia;5074;29263
2020M12;Resto de la U.E.;16756;42476
2020M12;Noruega;762;2626
2020M12;Reino Unido;47795;247470
2020M12;Rusia;3429;9610
2020M12;Suiza;6001;22715
2020M12;Otros Países Europeos;11241;31800
2020M12;África;13914;44966
2020M12;UE28 sin España;230936;978407
2020M12;UE27_2020 sin España;183141;730937
2020M12;Resto del Mundo;16480;44375
2020M12;América (sin EEUU);29992;65610
2020M12;Estados Unidos de América;6895;20563
2020M12;Japón;738;2261
2020M12;Asia (sin Japón);;
2020M11;Total;1184922;2874269
2020M11;Residentes en España;925018;1799183
2020M11;Residentes en el Extranjero;259904;1075086
2020M11;Alemania;40658;261148
