periodo;pais_origen;viajeros;pernoctaciones
2018M10;Residentes en el Extranjero;5311648;21846402
2018M10;Alemania;848483;5317224
2018M10;Austria;50479;192700
2018M10;Bélgica;127037;579989
2018M10;Dinamarca;68275;318407
2018M10;Finlandia;48779;227312
2018M10;Francia;560820;1731993
2018M10;Grecia;12246;31429
2018M10;Irlanda;96591;424232
2018M10;Italia;220304;616662
2018M10;Luxemburgo;8125;38806
2018M10;Países Bajos;211642;924048
2018M10;Polonia;70655;340727
2018M10;Portugal;128196;257775
2018M10;República Checa;23589;97756
2018M10;Suecia;116694;544158
2018M10;Resto de la U.E.;123835;389144
2018M10;Noruega;64774;342834
2018M10;Reino Unido;997642;5630884
2018M10;Rusia;66866;278728
2018M10;Suiza;116727;530357
2018M10;Otros Países Europeos;88887;316833
2018M10;África;57085;152300
2018M10;UE28 sin España;3713389;17663247
2018M10;UE27_2020 sin España;;
2018M10;Resto del Mundo;486322;946724
2018M10;América (sin EEUU);344428;796395
2018M10;Estados Unidos de América;320846;719629
2018M10;Japón;52325;99356
2018M10;Asia (sin Japón);;
2018M09;Total;11000902;37768667
2018M09;Residentes en España;4840570;11410767
2018M09;Residentes en el Extranjero;6160333;26357900
2018M09;Alemania;969936;5802929
2018M09;Austria;55076;244768
2018M09;Bélgica;155337;744044
2018M09;Dinamarca;64111;268288
2018M09;Finlandia;30326;113730
2018M09;Francia;602357;1857942
2018M09;Grecia;13612;30916
2018M09;Irlanda;119884;530482
2018M09;Italia;292034;982808
2018M09;Luxemburgo;10340;55114
2018M09;Países Bajos;238798;1095997
2018M09;Polonia;119047;648909
2018M09;Portugal;169020;519919
2018M09;República Checa;42867;227507
2018M09;Suecia;114900;521948
2018M09;Resto de la U.E.;137830;545109
2018M09;Noruega;66881;284497
2018M09;Reino Unido;1273842;7089930
2018M09;Rusia;129724;828546
2018M09;Suiza;118983;488770
2018M09;Otros Países Europeos;115197;466145
2018M09;África;73093;250531
2018M09;UE28 sin España;4409316;21280340
2018M09;UE27_2020 sin España;;
2018M09;Resto del Mundo;479311;1009907
2018M09;América (sin EEUU);381166;896628
2018M09;Estados Unidos de América;331379;744660
2018M09;Japón;55282;107876
2018M09;Asia (sin Japón);;
2018M08;Total;12500596;46306240
2018M08;Residentes en España;6181557;17534070
2018M08;Residentes en el Extranjero;6319039;28772169
2018M08;Alemania;837116;5285200
2018M08;Austria;58802;293780
2018M08;Bélgica;162362;730250
2018M08;Dinamarca;51741;287154
2018M08;Finlandia;22645;84757
2018M08;Francia;971575;3366130
2018M08;Grecia;14053;39831
2018M08;Irlanda;98755;525440
2018M08;Italia;487732;1807660
2018M08;Luxemburgo;13467;67769
2018M08;Países Bajos;250386;1283046
2018M08;Polonia;109047;667711
2018M08;Portugal;247691;833016
2018M08;República Checa;37407;211834
2018M08;Suecia;96404;516701
2018M08;Resto de la U.E.;134976;548645
2018M08;Noruega;50290;295299
2018M08;Reino Unido;1159129;7283385
2018M08;Rusia;138587;848786
2018M08;Suiza;87057;431935
2018M08;Otros Países Europeos;120135;475823
2018M08;África;115463;335617
2018M08;UE28 sin España;4753287;23832308
2018M08;UE27_2020 sin España;;
2018M08;Resto del Mundo;426377;1038836
2018M08;América (sin EEUU);321016;794192
2018M08;Estados Unidos de América;260293;625082
2018M08;Japón;46532;94291
2018M08;Asia (sin Japón);;
2018M07;Total;11707840;42717096
2018M07;Residentes en España;5380698;14185066
2018M07;Residentes en el Extranjero;6327142;28532030
2018M07;Alemania;867836;5606574
2018M07;Austria;60752;290679
2018M07;Bélgica;205169;995833
2018M07;Dinamarca;98855;488816
2018M07;Finlandia;34959;142762
2018M07;Francia;669831;2231736
2018M07;Grecia;11983;34080
2018M07;Irlanda;110038;605858
2018M07;Italia;322240;1197492
2018M07;Luxemburgo;7988;36897
2018M07;Países Bajos;262349;1220735
2018M07;Polonia;120584;723807
2018M07;Portugal;178132;556190
2018M07;República Checa;44645;255945
2018M07;Suecia;132364;649762
2018M07;Resto de la U.E.;135994;557755
2018M07;Noruega;96237;527029
2018M07;Reino Unido;1203558;7130286
2018M07;Rusia;136927;843510
2018M07;Suiza;138317;670619
2018M07;Otros Países Europeos;130982;553810
2018M07;África;95779;249979
2018M07;UE28 sin España;4467277;22725206
2018M07;UE27_2020 sin España;;
2018M07;Resto del Mundo;469416;1072182
2018M07;América (sin EEUU);393428;959674
2018M07;Estados Unidos de América;357863;848716
2018M07;Japón;40915;81305
2018M07;Asia (sin Japón);;
2018M06;Total;10846347;36168465
2018M06;Residentes en España;4868754;10857338
2018M06;Residentes en el Extranjero;5977593;25311127
2018M06;Alemania;902908;5425411
2018M06;Austria;51803;230526
2018M06;Bélgica;131462;602687
2018M06;Dinamarca;49924;240024
2018M06;Finlandia;35140;130965
2018M06;Francia;541903;1629540
2018M06;Grecia;14583;36824
2018M06;Irlanda;121783;608159
2018M06;Italia;292153;960050
2018M06;Luxemburgo;7798;37339
2018M06;Países Bajos;222321;994576
2018M06;Polonia;116450;654288
2018M06;Portugal;147313;427343
2018M06;República Checa;38016;185617
2018M06;Suecia;118115;596664
2018M06;Resto de la U.E.;125755;465433
2018M06;Noruega;62192;316531
2018M06;Reino Unido;1297071;7160916
2018M06;Rusia;132551;781819
2018M06;Suiza;102953;425756
2018M06;Otros Países Europeos;122736;479118
2018M06;África;54670;138627
2018M06;UE28 sin España;4214501;20386363
2018M06;UE27_2020 sin España;;
2018M06;Resto del Mundo;493064;991968
2018M06;América (sin EEUU);357232;830919
2018M06;Estados Unidos de América;389477;868341
2018M06;Japón;48217;91686
2018M06;Asia (sin Japón);;
2018M05;Total;10040281;31921157
2018M05;Residentes en España;4250360;9188503
2018M05;Residentes en el Extranjero;5789920;22732654
2018M05;Alemania;906182;5157387
2018M05;Austria;52955;201852
2018M05;Bélgica;134670;581955
2018M05;Dinamarca;60474;249773
2018M05;Finlandia;30571;125215
2018M05;Francia;716913;2158727
2018M05;Grecia;12287;31481
2018M05;Irlanda;118188;518107
2018M05;Italia;248083;680452
2018M05;Luxemburgo;9279;44165
2018M05;Países Bajos;244470;1107236
2018M05;Polonia;94217;456366
2018M05;Portugal;105772;241089
2018M05;República Checa;22212;88913
2018M05;Suecia;117724;521777
2018M05;Resto de la U.E.;107013;353780
2018M05;Noruega;53200;246969
2018M05;Reino Unido;1200472;6192223
2018M05;Rusia;82153;327151
2018M05;Suiza;104847;408276
2018M05;Otros Países Europeos;99939;315527
2018M05;África;49904;118029
2018M05;UE28 sin España;4181482;18710497
2018M05;UE27_2020 sin España;;
2018M05;Resto del Mundo;472914;904304
2018M05;América (sin EEUU);372922;866613
2018M05;Estados Unidos de América;325577;746540
2018M05;Japón;46982;88748
2018M05;Asia (sin Japón);;
2018M04;Total;8499926;25207350
2018M04;Residentes en España;4154873;9259508
2018M04;Residentes en el Extranjero;4345053;15947842
2018M04;Alemania;592994;3285430
2018M04;Austria;37598;140082
2018M04;Bélgica;125654;552821
2018M04;Dinamarca;54906;251256
2018M04;Finlandia;41215;192398
2018M04;Francia;563625;1610811
2018M04;Grecia;11553;31072
2018M04;Irlanda;73457;306965
2018M04;Italia;241074;659187
2018M04;Luxemburgo;8103;42058
2018M04;Países Bajos;182299;678601
2018M04;Polonia;66405;264346
2018M04;Portugal;129976;301834
2018M04;República Checa;14331;50540
2018M04;Suecia;98074;490932
2018M04;Resto de la U.E.;94692;288897
2018M04;Noruega;48510;236694
2018M04;Reino Unido;724972;3619425
2018M04;Rusia;55140;170924
2018M04;Suiza;96870;356144
2018M04;Otros Países Europeos;87481;270213
2018M04;África;58758;140913
2018M04;UE28 sin España;3060931;12766655
2018M04;UE27_2020 sin España;;
2018M04;Resto del Mundo;390544;767677
2018M04;América (sin EEUU);265274;618957
2018M04;Estados Unidos de América;240997;544570
2018M04;Japón;40548;75096
2018M04;Asia (sin Japón);;
2018M03;Total;7532288;21918931
2018M03;Residentes en España;4136756;8972022
2018M03;Residentes en el Extranjero;3395532;12946909
2018M03;Alemania;490211;2793108
2018M03;Austria;31070;125837
2018M03;Bélgica;85634;363762
2018M03;Dinamarca;59023;328675
2018M03;Finlandia;44830;244066
2018M03;Francia;303740;817635
2018M03;Grecia;8958;23901
2018M03;Irlanda;53534;218097
2018M03;Italia;194015;548052
2018M03;Luxemburgo;4982;23961
2018M03;Países Bajos;121504;496076
2018M03;Polonia;44963;200618
2018M03;Portugal;93529;221237
2018M03;República Checa;10668;39662
2018M03;Suecia;97448;561851
2018M03;Resto de la U.E.;78238;223590
2018M03;Noruega;52611;333646
2018M03;Reino Unido;601751;2979070
2018M03;Rusia;44461;132176
2018M03;Suiza;59850;204211
2018M03;Otros Países Europeos;76478;242589
2018M03;África;47636;113553
2018M03;UE28 sin España;2324100;10209199
2018M03;UE27_2020 sin España;;
2018M03;Resto del Mundo;320510;626611
2018M03;América (sin EEUU);219919;528179
2018M03;Estados Unidos de América;200748;462365
2018M03;Japón;49220;94380
2018M03;Asia (sin Japón);;
2018M02;Total;5826145;16527859
2018M02;Residentes en España;3208522;6238722
2018M02;Residentes en el Extranjero;2617623;10289137
2018M02;Alemania;325094;1978771
2018M02;Austria;20683;92874
2018M02;Bélgica;71431;349347
2018M02;Dinamarca;47831;266689
2018M02;Finlandia;35848;205868
2018M02;Francia;252509;696580
2018M02;Grecia;7100;20823
2018M02;Irlanda;37084;165827
2018M02;Italia;146227;448799
2018M02;Luxemburgo;4520;22868
2018M02;Países Bajos;98660;413612
2018M02;Polonia;37124;182474
2018M02;Portugal;80642;170663
2018M02;República Checa;8558;33000
2018M02;Suecia;75900;454465
2018M02;Resto de la U.E.;60206;179145
2018M02;Noruega;46877;298639
2018M02;Reino Unido;445357;2327471
2018M02;Rusia;36102;113508
2018M02;Suiza;42960;161689
2018M02;Otros Países Europeos;56979;187757
2018M02;África;47621;123886
2018M02;UE28 sin España;1754774;8009277
2018M02;UE27_2020 sin España;;
2018M02;Resto del Mundo;312846;621574
2018M02;América (sin EEUU);171426;419694
2018M02;Estados Unidos de América;106050;269733
2018M02;Japón;41988;83381
2018M02;Asia (sin Japón);;
2018M01;Total;5133729;15395882
2018M01;Residentes en España;2743159;5459601
2018M01;Residentes en el Extranjero;2390570;9936282
2018M01;Alemania;264452;1859606
2018M01;Austria;15407;87892
2018M01;Bélgica;61184;313202
2018M01;Dinamarca;41737;241348
2018M01;Finlandia;32732;195262
2018M01;Francia;227061;636950
2018M01;Grecia;6148;16926
2018M01;Irlanda;37287;177148
2018M01;Italia;150778;500339
2018M01;Luxemburgo;3057;19138
2018M01;Países Bajos;95581;405172
2018M01;Polonia;41161;200603
2018M01;Portugal;67085;140218
2018M01;República Checa;6861;24431
2018M01;Suecia;80080;481737
2018M01;Resto de la U.E.;54971;174549
2018M01;Noruega;35819;238484
2018M01;Reino Unido;381732;2221002
2018M01;Rusia;51753;184713
2018M01;Suiza;33802;137696
2018M01;Otros Países Europeos;55455;184786
2018M01;África;56198;141767
2018M01;UE28 sin España;1567317;7695524
2018M01;UE27_2020 sin España;;
2018M01;Resto del Mundo;266887;548116
2018M01;América (sin EEUU);189837;488381
2018M01;Estados Unidos de América;102491;258719
2018M01;Japón;31011;58095
2018M01;Asia (sin Japón);;
2017M12;Total;5805767;16211799
2017M12;Residentes en España;3461708;6983672
2017M12;Residentes en el Extranjero;2344059;9228127
2017M12;Alemania;254706;1722206
2017M12;Austria;15611;77673
2017M12;Bélgica;58854;296293
2017M12;Dinamarca;31377;169659
2017M12;Finlandia;32392;211147
2017M12;Francia;230229;569426
2017M12;Grecia;7376;18927
2017M12;Irlanda;29981;135346
2017M12;Italia;161940;442611
2017M12;Luxemburgo;4424;29844
2017M12;Países Bajos;84108;356670
2017M12;Polonia;33732;168124
2017M12;Portugal;77521;150296
2017M12;República Checa;6259;24650
2017M12;Suecia;74662;465415
2017M12;Resto de la U.E.;54308;169502
2017M12;Noruega;33120;211326
2017M12;Reino Unido;393091;2161492
2017M12;Rusia;36199;100867
2017M12;Suiza;37217;138343
2017M12;Otros Países Europeos;53204;168733
2017M12;África;50662;115738
2017M12;UE28 sin España;1550571;7169283
2017M12;UE27_2020 sin España;;
2017M12;Resto del Mundo;272481;564968
2017M12;América (sin EEUU);160860;415888
2017M12;Estados Unidos de América;117224;280299
2017M12;Japón;32521;62683
2017M12;Asia (sin Japón);;
2017M11;Total;6068289;17537436
2017M11;Residentes en España;3340928;6723998
2017M11;Residentes en el Extranjero;2727362;10813437
2017M11;Alemania;354672;2283855
2017M11;Austria;23010;108554
2017M11;Bélgica;70446;350029
2017M11;Dinamarca;40359;211547
2017M11;Finlandia;39600;243722
2017M11;Francia;239109;624255
2017M11;Grecia;7824;20962
2017M11;Irlanda;39094;172727
2017M11;Italia;162693;454534
2017M11;Luxemburgo;3237;20081
2017M11;Países Bajos;101348;394892
2017M11;Polonia;42655;185749
2017M11;Portugal;70342;137157
2017M11;República Checa;9718;35730
2017M11;Suecia;89015;558572
2017M11;Resto de la U.E.;66034;200043
2017M11;Noruega;43615;285970
2017M11;Reino Unido;449890;2414843
2017M11;Rusia;38062;128129
2017M11;Suiza;47106;186998
2017M11;Otros Países Europeos;65213;196041
2017M11;África;49720;116200
2017M11;UE28 sin España;1809045;8417250
2017M11;UE27_2020 sin España;;
2017M11;Resto del Mundo;287934;553612
2017M11;América (sin EEUU);194179;491269
2017M11;Estados Unidos de América;153704;366038
2017M11;Japón;38785;71929
2017M11;Asia (sin Japón);;
2017M10;Total;9458368;30898617
2017M10;Residentes en España;4302582;9259019
2017M10;Residentes en el Extranjero;5155786;21639598
2017M10;Alemania;893915;5776139
2017M10;Austria;45488;181543
2017M10;Bélgica;122468;562132
2017M10;Dinamarca;70738;330676
2017M10;Finlandia;47420;223679
2017M10;Francia;529492;1590921
2017M10;Grecia;11184;30404
2017M10;Irlanda;85961;378870
2017M10;Italia;217943;629574
2017M10;Luxemburgo;7307;34298
2017M10;Países Bajos;214466;969142
2017M10;Polonia;75429;332334
2017M10;Portugal;106876;223358
2017M10;República Checa;16796;78103
2017M10;Suecia;114133;520850
2017M10;Resto de la U.E.;111137;370270
2017M10;Noruega;65631;330891
2017M10;Reino Unido;949974;5420205
2017M10;Rusia;62994;261343
2017M10;Suiza;122577;567058
2017M10;Otros Países Europeos;90472;281275
2017M10;África;52693;129992
2017M10;UE28 sin España;3620726;17652497
2017M10;UE27_2020 sin España;;
2017M10;Resto del Mundo;443883;871149
2017M10;América (sin EEUU);353669;792297
2017M10;Estados Unidos de América;288632;652739
2017M10;Japón;54509;100356
2017M10;Asia (sin Japón);;
2017M09;Total;10933324;37961599
2017M09;Residentes en España;4762659;11355257
2017M09;Residentes en el Extranjero;6170665;26606342
2017M09;Alemania;1022635;6223773
2017M09;Austria;56283;244436
2017M09;Bélgica;161441;774437
2017M09;Dinamarca;71126;296210
2017M09;Finlandia;30099;109753
2017M09;Francia;567323;1798954
2017M09;Grecia;9354;24369
2017M09;Irlanda;112732;480620
2017M09;Italia;289423;954969
2017M09;Luxemburgo;10380;60722
2017M09;Países Bajos;241333;1148044
2017M09;Polonia;122561;632968
2017M09;Portugal;153893;464807
2017M09;República Checa;47546;266405
2017M09;Suecia;108829;511310
2017M09;Resto de la U.E.;133477;535633
2017M09;Noruega;68615;288897
2017M09;Reino Unido;1306611;7174952
2017M09;Rusia;125512;799557
2017M09;Suiza;121606;509502
2017M09;Otros Países Europeos;124987;478929
2017M09;África;66350;163552
2017M09;UE28 sin España;4445046;21702360
2017M09;UE27_2020 sin España;;
2017M09;Resto del Mundo;441431;928110
2017M09;América (sin EEUU);378527;860590
2017M09;Estados Unidos de América;342007;768161
2017M09;Japón;56582;106685
2017M09;Asia (sin Japón);;
2017M08;Total;12338502;46657187
2017M08;Residentes en España;5970747;17063116
2017M08;Residentes en el Extranjero;6367755;29594071
2017M08;Alemania;902331;5911906
2017M08;Austria;50247;262429
2017M08;Bélgica;164992;788011
2017M08;Dinamarca;55820;283158
2017M08;Finlandia;21031;79155
2017M08;Francia;893750;3073400
2017M08;Grecia;15297;40606
2017M08;Irlanda;95906;492633
2017M08;Italia;486651;1764110
2017M08;Luxemburgo;13916;69077
2017M08;Países Bajos;266901;1460336
2017M08;Polonia;122657;688016
2017M08;Portugal;231873;742214
2017M08;República Checa;37082;223791
2017M08;Suecia;102528;553405
2017M08;Resto de la U.E.;140653;559300
2017M08;Noruega;42291;224293
2017M08;Reino Unido;1215335;7635304
2017M08;Rusia;142894;909782
2017M08;Suiza;92894;475242
2017M08;Otros Países Europeos;115873;472325
2017M08;África;112195;356267
2017M08;UE28 sin España;4816972;24626851
2017M08;UE27_2020 sin España;;
2017M08;Resto del Mundo;433851;1058398
2017M08;América (sin EEUU);318950;779970
2017M08;Estados Unidos de América;242508;592516
2017M08;Japón;49326;98427
2017M08;Asia (sin Japón);;
2017M07;Total;11910574;43624461
2017M07;Residentes en España;5453609;14336386
2017M07;Residentes en el Extranjero;6456965;29288076
2017M07;Alemania;988174;6405671
2017M07;Austria;59255;287883
2017M07;Bélgica;220642;1061047
2017M07;Dinamarca;95511;482933
2017M07;Finlandia;29405;110639
2017M07;Francia;687186;2169004
2017M07;Grecia;13972;37013
2017M07;Irlanda;104577;549141
2017M07;Italia;331977;1221738
2017M07;Luxemburgo;11720;49713
2017M07;Países Bajos;277784;1323352
2017M07;Polonia;123557;689983
2017M07;Portugal;177063;565301
2017M07;República Checa;39755;242829
2017M07;Suecia;116622;538332
2017M07;Resto de la U.E.;124870;521756
2017M07;Noruega;88195;428606
2017M07;Reino Unido;1273037;7292237
2017M07;Rusia;153762;953227
2017M07;Suiza;139752;718783
2017M07;Otros Países Europeos;125082;533574
2017M07;África;98572;265796
2017M07;UE28 sin España;4675106;23548571
2017M07;UE27_2020 sin España;;
2017M07;Resto del Mundo;435195;1030346
2017M07;América (sin EEUU);362518;901399
2017M07;Estados Unidos de América;334285;821776
2017M07;Japón;44499;85997
2017M07;Asia (sin Japón);;
2017M06;Total;10640606;36646402
2017M06;Residentes en España;4785681;10850740
2017M06;Residentes en el Extranjero;5854925;25795662
2017M06;Alemania;1003575;6259885
2017M06;Austria;48961;224717
2017M06;Bélgica;125801;617834
2017M06;Dinamarca;57639;269528
2017M06;Finlandia;30287;115755
2017M06;Francia;491556;1541498
2017M06;Grecia;11373;28835
2017M06;Irlanda;112195;552089
2017M06;Italia;299333;970749
2017M06;Luxemburgo;8686;48254
2017M06;Países Bajos;202903;969202
2017M06;Polonia;109489;571035
2017M06;Portugal;145906;431372
2017M06;República Checa;38312;199771
2017M06;Suecia;113710;591103
2017M06;Resto de la U.E.;119947;474587
2017M06;Noruega;65146;302801
2017M06;Reino Unido;1272762;7192967
2017M06;Rusia;133371;780333
2017M06;Suiza;108371;466448
2017M06;Otros Países Europeos;109022;423967
2017M06;África;45800;131600
2017M06;UE28 sin España;4192434;21059182
2017M06;UE27_2020 sin España;;
2017M06;Resto del Mundo;419929;860915
2017M06;América (sin EEUU);355237;835799
2017M06;Estados Unidos de América;362498;825257
2017M06;Japón;63117;109361
2017M06;Asia (sin Japón);;
2017M05;Total;9844007;31439920
2017M05;Residentes en España;4177945;9023683
2017M05;Residentes en el Extranjero;5666062;22416238
2017M05;Alemania;913652;5262110
2017M05;Austria;57624;226136
2017M05;Bélgica;135577;602995
2017M05;Dinamarca;58105;246603
2017M05;Finlandia;30603;111179
2017M05;Francia;645100;1907221
2017M05;Grecia;11454;28930
2017M05;Irlanda;94974;406111
2017M05;Italia;257864;695557
2017M05;Luxemburgo;8370;44824
2017M05;Países Bajos;233134;1064094
2017M05;Polonia;80681;403943
2017M05;Portugal;102115;222506
2017M05;República Checa;22755;81851
2017M05;Suecia;111100;520303
2017M05;Resto de la U.E.;105154;333693
2017M05;Noruega;46597;213813
2017M05;Reino Unido;1200028;6320342
2017M05;Rusia;81500;326138
2017M05;Suiza;103509;412064
2017M05;Otros Países Europeos;94463;281774
2017M05;África;57925;130038
2017M05;UE28 sin España;4068291;18478398
2017M05;UE27_2020 sin España;;
2017M05;Resto del Mundo;459400;890501
2017M05;América (sin EEUU);366452;835075
2017M05;Estados Unidos de América;331827;747113
2017M05;Japón;56097;101324
2017M05;Asia (sin Japón);;
2017M04;Total;9209286;27549426
2017M04;Residentes en España;4688384;10757733
2017M04;Residentes en el Extranjero;4520901;16791693
2017M04;Alemania;654720;3568521
2017M04;Austria;44331;162106
2017M04;Bélgica;120987;532579
2017M04;Dinamarca;55589;259703
2017M04;Finlandia;35688;175169
2017M04;Francia;607677;1775276
2017M04;Grecia;11228;29678
2017M04;Irlanda;71878;286247
2017M04;Italia;238582;642878
2017M04;Luxemburgo;8462;40666
2017M04;Países Bajos;178103;735394
2017M04;Polonia;57927;225298
2017M04;Portugal;149355;380299
2017M04;República Checa;14931;48160
2017M04;Suecia;98159;476969
2017M04;Resto de la U.E.;96958;293872
2017M04;Noruega;54282;289377
2017M04;Reino Unido;756286;3818432
2017M04;Rusia;53968;175621
2017M04;Suiza;103945;399239
2017M04;Otros Países Europeos;85840;266805
2017M04;África;59707;134567
2017M04;UE28 sin España;3200863;13451248
2017M04;UE27_2020 sin España;;
2017M04;Resto del Mundo;399041;792285
2017M04;América (sin EEUU);274179;634039
2017M04;Estados Unidos de América;242815;567009
2017M04;Japón;46262;81505
2017M04;Asia (sin Japón);;
2017M03;Total;6921086;20508641
2017M03;Residentes en España;3706176;7938883
2017M03;Residentes en el Extranjero;3214910;12569758
2017M03;Alemania;453429;2698891
2017M03;Austria;25286;107835
2017M03;Bélgica;76956;372467
2017M03;Dinamarca;51924;287363
2017M03;Finlandia;40507;223071
2017M03;Francia;309153;837391
2017M03;Grecia;8863;24770
2017M03;Irlanda;47811;197288
2017M03;Italia;178937;540418
2017M03;Luxemburgo;4661;21886
2017M03;Países Bajos;106513;446086
2017M03;Polonia;43795;194948
2017M03;Portugal;74457;153055
2017M03;República Checa;10411;39735
2017M03;Suecia;94391;551168
2017M03;Resto de la U.E.;72352;217350
2017M03;Noruega;43301;284342
2017M03;Reino Unido;594090;3012149
2017M03;Rusia;43048;138954
2017M03;Suiza;58528;230273
2017M03;Otros Países Europeos;64644;200034
2017M03;África;49473;111205
2017M03;UE28 sin España;2193537;9925871
2017M03;UE27_2020 sin España;;
2017M03;Resto del Mundo;327172;647533
2017M03;América (sin EEUU);197396;487196
2017M03;Estados Unidos de América;177176;431259
2017M03;Japón;60635;113091
2017M03;Asia (sin Japón);;
2017M02;Total;5689624;16346534
2017M02;Residentes en España;3157734;6225212
2017M02;Residentes en el Extranjero;2531890;10121322
2017M02;Alemania;303694;1942855
2017M02;Austria;20276;98587
2017M02;Bélgica;63387;315493
2017M02;Dinamarca;44100;255853
2017M02;Finlandia;33392;193576
2017M02;Francia;266165;761271
2017M02;Grecia;7094;18902
2017M02;Irlanda;37367;157952
2017M02;Italia;146698;455655
2017M02;Luxemburgo;3476;20118
2017M02;Países Bajos;88284;388913
2017M02;Polonia;38572;179215
2017M02;Portugal;76545;153682
2017M02;República Checa;8270;34303
2017M02;Suecia;77006;472699
2017M02;Resto de la U.E.;55714;165083
2017M02;Noruega;42250;281491
2017M02;Reino Unido;451677;2385277
2017M02;Rusia;30357;97281
2017M02;Suiza;44006;163553
2017M02;Otros Países Europeos;54739;163399
2017M02;África;48700;109128
2017M02;UE28 sin España;1721714;7999434
2017M02;UE27_2020 sin España;;
2017M02;Resto del Mundo;274967;557083
2017M02;América (sin EEUU);168375;417615
2017M02;Estados Unidos de América;97292;243072
2017M02;Japón;49490;89267
2017M02;Asia (sin Japón);;
2017M01;Total;4984634;15200690
2017M01;Residentes en España;2655015;5316890
2017M01;Residentes en el Extranjero;2329619;9883800
2017M01;Alemania;268670;1970630
2017M01;Austria;15860;88061
2017M01;Bélgica;58788;314421
2017M01;Dinamarca;35585;210569
2017M01;Finlandia;28832;175705
2017M01;Francia;204236;571545
2017M01;Grecia;6746;17493
2017M01;Irlanda;33460;164690
2017M01;Italia;153782;535878
2017M01;Luxemburgo;3070;23543
2017M01;Países Bajos;77676;357489
2017M01;Polonia;36647;184442
2017M01;Portugal;57522;116773
2017M01;República Checa;7061;25469
2017M01;Suecia;77178;492939
2017M01;Resto de la U.E.;51656;158885
2017M01;Noruega;33817;222456
2017M01;Reino Unido;383059;2324896
2017M01;Rusia;46796;162142
2017M01;Suiza;36491;144997
2017M01;Otros Países Europeos;54523;164694
2017M01;África;57501;138273
2017M01;UE28 sin España;1499829;7733429
2017M01;UE27_2020 sin España;;
2017M01;Resto del Mundo;289411;572663
2017M01;América (sin EEUU);178178;449603
2017M01;Estados Unidos de América;88155;214771
2017M01;Japón;44920;80773
2017M01;Asia (sin Japón);;
