,periodo,provincia,viajeros_total,viajeros_esp,viajeros_ext,pernoc_total,pernoc_esp,pernoc_ext,provincia_simp,id,estancia_media_total,estancia_media_esp,estancia_media_ext,year,month,iso_date
154,2023M02,29 Málaga,313400,151277,162123,928384,304848,623536,Málaga,2023M02_Málaga,2.962297383535418,2.0151642351448005,3.8460674919659765,2023,2,2023-02-01
155,2023M02,41 Sevilla,268601,155381,113220,526552,264978,261574,Sevilla,2023M02_Sevilla,1.960350110386782,1.705343639183684,2.310316198551493,2023,2,2023-02-01
156,2023M02,"07 Balears, Illes",124782,51577,73205,466420,140170,326250,Illes Balears,2023M02_Illes Balears,3.7378788607331184,2.717684239098823,4.456662796257087,2023,2,2023-02-01
157,2023M02,08 Barcelona,768787,252316,516471,1951571,487297,1464273,Barcelona,2023M02_Barcelona,2.53850676455247,1.9312964695064918,2.835150473114657,2023,2,2023-02-01
158,2023M02,17 Girona,145938,84001,61937,290680,145810,144870,Girona,2023M02_Girona,1.991804738998753,1.7358126688967987,2.3389896184832977,2023,2,2023-02-01
159,2023M02,46 Valencia/València,229187,140086,89102,464102,246297,217805,Valencia,2023M02_Valencia,2.024992691557549,1.758184258241366,2.4444456914547374,2023,2,2023-02-01
160,2023M02,28 Madrid,879144,523275,355868,1705884,903932,801952,Madrid,2023M02_Madrid,1.9403920176899347,1.727451149013425,2.2535097283262333,2023,2,2023-02-01
161,2023M01,29 Málaga,264643,117089,147553,759798,234979,524819,Málaga,2023M01_Málaga,2.8710300291335873,2.006840950046546,3.5568168725813774,2023,1,2023-01-01
162,2023M01,41 Sevilla,244929,135802,109127,481877,236477,245400,Sevilla,2023M01_Sevilla,1.9674150468094835,1.741336651890252,2.2487560365445765,2023,1,2023-01-01
163,2023M01,"07 Balears, Illes",75909,35443,40466,237815,85942,151873,Illes Balears,2023M01_Illes Balears,3.132895967540081,2.424794740851508,3.753101369050561,2023,1,2023-01-01
164,2023M01,08 Barcelona,707279,249509,457770,1703654,462121,1241533,Barcelona,2023M01_Barcelona,2.4087439327337585,1.852121566757111,2.712132730410468,2023,1,2023-01-01
165,2023M01,17 Girona,122352,77001,45351,240467,138992,101475,Girona,2023M01_Girona,1.965370406695436,1.8050674666562772,2.237547132367533,2023,1,2023-01-01
166,2023M01,46 Valencia/València,217225,130482,86743,428678,226343,202335,Valencia,2023M01_Valencia,1.973428472781678,1.7346683833785503,2.3325801505596995,2023,1,2023-01-01
167,2023M01,28 Madrid,888093,532766,355327,1736647,920267,816381,Madrid,2023M01_Madrid,1.9554787617963434,1.72733808088354,2.2975484553664653,2023,1,2023-01-01
168,2022M12,29 Málaga,284226,150406,133820,780093,325403,454689,Málaga,2022M12_Málaga,2.7446222372337505,2.1634974668563753,3.3977656553579436,2022,12,2022-12-01
169,2022M12,41 Sevilla,242998,142195,100802,484304,261724,222580,Sevilla,2022M12_Sevilla,1.9930369797282281,1.8405991771862582,2.208091109303387,2022,12,2022-12-01
170,2022M12,"07 Balears, Illes",80696,35980,44716,248269,80586,167682,Illes Balears,2022M12_Illes Balears,3.0765961138098543,2.239744302390217,3.7499329099203864,2022,12,2022-12-01
171,2022M12,08 Barcelona,743057,264577,478479,1761045,498284,1262761,Barcelona,2022M12_Barcelona,2.36999987887874,1.8833231913582813,2.6391147782870306,2022,12,2022-12-01
172,2022M12,17 Girona,155444,101790,53654,298209,189849,108360,Girona,2022M12_Girona,1.9184336481305164,1.8651046271735927,2.019607112237671,2022,12,2022-12-01
173,2022M12,46 Valencia/València,224864,140763,84102,473440,257729,215711,Valencia,2022M12_Valencia,2.105450405578483,1.830942790363945,2.5648736058595514,2022,12,2022-12-01
174,2022M12,28 Madrid,967750,620080,347670,1903855,1111786,792069,Madrid,2022M12_Madrid,1.967300439163007,1.7929718745968262,2.27822072655104,2022,12,2022-12-01
175,2022M11,29 Málaga,304416,144414,160002,951880,312872,639008,Málaga,2022M11_Málaga,3.126905287501314,2.1664935532566094,3.9937500781240236,2022,11,2022-11-01
176,2022M11,41 Sevilla,271748,159021,112726,560705,293812,266893,Sevilla,2022M11_Sevilla,2.06332705300499,1.8476301872079788,2.3676259248088285,2022,11,2022-11-01
177,2022M11,"07 Balears, Illes",111194,44337,66857,398085,97922,300163,Illes Balears,2022M11_Illes Balears,3.5800942496897314,2.20858425243025,4.489627114587852,2022,11,2022-11-01
178,2022M11,08 Barcelona,822356,267015,555341,1993005,508819,1484186,Barcelona,2022M11_Barcelona,2.4235306850074663,1.9055820834035542,2.672566945354296,2022,11,2022-11-01
179,2022M11,17 Girona,139248,75232,64016,283568,130250,153317,Girona,2022M11_Girona,2.036424221532805,1.73131114419396,2.3949793801549615,2022,11,2022-11-01
180,2022M11,46 Valencia/València,248390,148180,100210,513506,275285,238221,Valencia,2022M11_Valencia,2.0673376544949473,1.8577743285193684,2.3772178425306856,2022,11,2022-11-01
181,2022M11,28 Madrid,1004095,593671,410424,1932711,991945,940766,Madrid,2022M11_Madrid,1.924828825957703,1.6708665237143132,2.2921807691558,2022,11,2022-11-01
182,2022M10,29 Málaga,539765,183271,356494,1914915,409627,1505288,Málaga,2022M10_Málaga,3.5476827878799106,2.235089021176291,4.222477797662794,2022,10,2022-10-01
183,2022M10,41 Sevilla,330034,163745,166288,663795,295621,368174,Sevilla,2022M10_Sevilla,2.011292775895817,1.805374209899539,2.2140743769845086,2022,10,2022-10-01
184,2022M10,"07 Balears, Illes",1072128,167105,905023,5604472,419017,5185455,Illes Balears,2022M10_Illes Balears,5.227428068290354,2.5075072559169382,5.729638915254087,2022,10,2022-10-01
185,2022M10,08 Barcelona,1154049,316090,837958,2922521,607951,2314570,Barcelona,2022M10_Barcelona,2.532406336299412,1.9233477806953716,2.7621551438138905,2022,10,2022-10-01
186,2022M10,17 Girona,351089,148190,202899,874310,253035,621275,Girona,2022M10_Girona,2.4902802423317163,1.7075038801538565,3.061991434161824,2022,10,2022-10-01
187,2022M10,46 Valencia/València,305025,165661,139364,669537,320077,349460,Valencia,2022M10_Valencia,2.195023358741087,1.9321204145815853,2.507534226916564,2022,10,2022-10-01
188,2022M10,28 Madrid,1104026,582487,521538,2242371,1012992,1229379,Madrid,2022M10_Madrid,2.031085318642858,1.739080872191139,2.357218457715449,2022,10,2022-10-01
189,2022M09,29 Málaga,620194,224895,395299,2155199,572890,1582309,Málaga,2022M09_Málaga,3.475040068107721,2.5473665488339003,4.002815590224109,2022,9,2022-09-01
190,2022M09,41 Sevilla,324963,164561,160402,635577,278099,357478,Sevilla,2022M09_Sevilla,1.9558442038016637,1.6899447621246833,2.228638046907146,2022,9,2022-09-01
191,2022M09,"07 Balears, Illes",1618513,187516,1430997,8678063,687086,7990977,Illes Balears,2022M09_Illes Balears,5.361750569813156,3.6641459928752744,5.584202482604785,2022,9,2022-09-01
192,2022M09,08 Barcelona,1141853,296716,845137,3078699,596473,2482226,Barcelona,2022M09_Barcelona,2.6962306006114622,2.0102488574933606,2.9370693745511085,2022,9,2022-09-01
193,2022M09,17 Girona,453933,176025,277909,1377674,372824,1004850,Girona,2022M09_Girona,3.0349721214364234,2.118017327084221,3.615751918793562,2022,9,2022-09-01
194,2022M09,46 Valencia/València,319325,181953,137372,807766,425714,382052,Valencia,2022M09_Valencia,2.5296046347764816,2.339692118294285,2.7811489968843723,2022,9,2022-09-01
195,2022M09,28 Madrid,1048624,550019,498605,2066264,932436,1133828,Madrid,2022M09_Madrid,1.9704527075481775,1.6952796176132097,2.274000461286991,2022,9,2022-09-01
196,2022M08,29 Málaga,665325,321902,343423,2672820,1054152,1618668,Málaga,2022M08_Málaga,4.0173148461278325,3.274760641437456,4.713336031657752,2022,8,2022-08-01
197,2022M08,41 Sevilla,308841,147417,161425,617433,253516,363917,Sevilla,2022M08_Sevilla,1.9991937598958687,1.7197202493606571,2.2544029735171134,2022,8,2022-08-01
198,2022M08,"07 Balears, Illes",1954444,284123,1670321,10779452,1192546,9586906,Illes Balears,2022M08_Illes Balears,5.51535475050705,4.197287794370748,5.7395590428426635,2022,8,2022-08-01
199,2022M08,08 Barcelona,1234023,283775,950248,3874913,692499,3182414,Barcelona,2022M08_Barcelona,3.140065460692386,2.4403101048365783,3.3490351992322003,2022,8,2022-08-01
200,2022M08,17 Girona,628238,273522,354716,2360768,826799,1533968,Girona,2022M08_Girona,3.757760593915045,3.0227879293073316,4.324496216691664,2022,8,2022-08-01
201,2022M08,46 Valencia/València,367124,199207,167917,1028520,559409,469110,Valencia,2022M08_Valencia,2.801560235778647,2.8081794314456823,2.7937016502200493,2022,8,2022-08-01
202,2022M08,28 Madrid,855535,448780,406755,1701671,786584,915087,Madrid,2022M08_Madrid,1.9890138918922078,1.752716252952449,2.249725264594166,2022,8,2022-08-01
203,2022M07,29 Málaga,686330,334995,351335,2529662,954203,1575458,Málaga,2022M07_Málaga,3.6857808925735434,2.8484096777563845,4.484204534134088,2022,7,2022-07-01
204,2022M07,41 Sevilla,262989,138999,123990,502287,225997,276290,Sevilla,2022M07_Sevilla,1.9099163843354665,1.625889394887733,2.22832486490846,2022,7,2022-07-01
205,2022M07,"07 Balears, Illes",1904858,242215,1662644,10386341,936133,9450208,Illes Balears,2022M07_Illes Balears,5.452553943653543,3.864884503437029,5.683843324247404,2022,7,2022-07-01
206,2022M07,08 Barcelona,1261966,335624,926342,3679867,724881,2954985,Barcelona,2022M07_Barcelona,2.915979511333903,2.1598008485686364,3.189950363904476,2022,7,2022-07-01
207,2022M07,17 Girona,588305,244445,343860,2068066,619760,1448306,Girona,2022M07_Girona,3.51529563746696,2.5353760559635092,4.2119060082591755,2022,7,2022-07-01
208,2022M07,46 Valencia/València,371848,216352,155496,948459,543356,405103,Valencia,2022M07_Valencia,2.550663174200211,2.511444312971454,2.6052310027267582,2022,7,2022-07-01
209,2022M07,28 Madrid,961454,480539,480915,1922656,830820,1091837,Madrid,2022M07_Madrid,1.9997378969768704,1.7289335516992377,2.2703325951571482,2022,7,2022-07-01
210,2022M06,29 Málaga,611199,258698,352500,2161308,623015,1538293,Málaga,2022M06_Málaga,3.5361772515989065,2.408271420729963,4.363951773049646,2022,6,2022-06-01
211,2022M06,41 Sevilla,313214,175085,138129,611078,296052,315026,Sevilla,2022M06_Sevilla,1.9509919735388583,1.6909044178541852,2.2806651753071403,2022,6,2022-06-01
212,2022M06,"07 Balears, Illes",1742424,238985,1503440,8956158,826105,8130054,Illes Balears,2022M06_Illes Balears,5.140056610790485,3.4567232253070275,5.407634491566009,2022,6,2022-06-01
213,2022M06,08 Barcelona,1140167,303980,836187,3209021,659593,2549429,Barcelona,2022M06_Barcelona,2.8145183994976173,2.1698565695111522,3.0488742350694285,2022,6,2022-06-01
214,2022M06,17 Girona,509322,255088,254234,1385761,525728,860032,Girona,2022M06_Girona,2.720795488904858,2.0609671956344475,3.3828362846826154,2022,6,2022-06-01
215,2022M06,46 Valencia/València,335018,208777,126241,794544,459584,334960,Valencia,2022M06_Valencia,2.371645702618964,2.2013152789818804,2.653337663675034,2022,6,2022-06-01
216,2022M06,28 Madrid,1016352,554884,461468,2029532,940874,1088657,Madrid,2022M06_Madrid,1.9968790340354523,1.6956228689239552,2.3591169918607573,2022,6,2022-06-01
217,2022M05,29 Málaga,590649,216312,374336,2025618,511654,1513964,Málaga,2022M05_Málaga,3.4294784211943132,2.365351899108695,4.044398615147888,2022,5,2022-05-01
218,2022M05,41 Sevilla,323040,160761,162280,657845,291585,366260,Sevilla,2022M05_Sevilla,2.036419638434869,1.8137794614365423,2.2569632733546956,2022,5,2022-05-01
219,2022M05,"07 Balears, Illes",1378649,174365,1204285,6377225,525630,5851595,Illes Balears,2022M05_Illes Balears,4.625706035401324,3.01453846815588,4.858978564044225,2022,5,2022-05-01
220,2022M05,08 Barcelona,1080995,292049,788946,2917788,614237,2303551,Barcelona,2022M05_Barcelona,2.6991688213173974,2.1031984358789106,2.919782849523288,2022,5,2022-05-01
221,2022M05,17 Girona,379462,148939,230522,980345,294420,685925,Girona,2022M05_Girona,2.583512973631088,1.9767824411336186,2.9755294505513574,2022,5,2022-05-01
222,2022M05,46 Valencia/València,320639,185418,135221,759457,397184,362273,Valencia,2022M05_Valencia,2.368573380031749,2.1421005511870477,2.6791178884936513,2022,5,2022-05-01
223,2022M05,28 Madrid,1010998,550965,460034,2052491,941725,1110766,Madrid,2022M05_Madrid,2.0301632644179315,1.709228353888178,2.4145302303742766,2022,5,2022-05-01
224,2022M04,29 Málaga,541596,224104,317492,1815329,565287,1250042,Málaga,2022M04_Málaga,3.351813898182409,2.5224315496376684,3.9372393635115217,2022,4,2022-04-01
225,2022M04,41 Sevilla,299106,166182,132923,629722,316411,313310,Sevilla,2022M04_Sevilla,2.105347268192547,1.9040028402594746,2.3570789103465914,2022,4,2022-04-01
226,2022M04,"07 Balears, Illes",627500,111992,515508,2816016,336559,2479457,Illes Balears,2022M04_Illes Balears,4.487674900398407,3.0052057289806413,4.809735251441297,2022,4,2022-04-01
227,2022M04,08 Barcelona,954827,297090,657737,2532973,605783,1927190,Barcelona,2022M04_Barcelona,2.6528083097775825,2.039055505065805,2.9300313043055204,2022,4,2022-04-01
228,2022M04,17 Girona,329552,172924,156628,825358,341555,483804,Girona,2022M04_Girona,2.5044848764383163,1.9751740649071268,3.088872998442169,2022,4,2022-04-01
229,2022M04,46 Valencia/València,304658,187588,117070,718645,405591,313053,Valencia,2022M04_Valencia,2.358858129443507,2.1621372369234706,2.674066797642436,2022,4,2022-04-01
230,2022M04,28 Madrid,951920,555151,396769,2004575,981114,1023461,Madrid,2022M04_Madrid,2.1058229683166654,1.7672921421379049,2.579488316879595,2022,4,2022-04-01
231,2022M03,29 Málaga,360805,167811,192994,1153222,403973,749249,Málaga,2022M03_Málaga,3.1962472803869124,2.407309413566453,3.882239862379141,2022,3,2022-03-01
232,2022M03,41 Sevilla,259122,151606,107515,530313,269131,261182,Sevilla,2022M03_Sevilla,2.046576516081228,1.7752001899660963,2.4292610333441846,2022,3,2022-03-01
233,2022M03,"07 Balears, Illes",202457,60834,141624,817111,177559,639551,Illes Balears,2022M03_Illes Balears,4.035973070824916,2.9187460959331952,4.515837711122408,2022,3,2022-03-01
234,2022M03,08 Barcelona,738509,258640,479869,1889303,516812,1372491,Barcelona,2022M03_Barcelona,2.5582667238990995,1.998190535106712,2.860136829009584,2022,3,2022-03-01
235,2022M03,17 Girona,148484,94875,53608,317741,193695,124045,Girona,2022M03_Girona,2.139900595350341,2.041581027667984,2.3139270258170423,2022,3,2022-03-01
236,2022M03,46 Valencia/València,246403,158121,88282,524256,300837,223419,Valencia,2022M03_Valencia,2.1276364329979747,1.9025746105830346,2.5307423936929387,2022,3,2022-03-01
237,2022M03,28 Madrid,848985,525292,323693,1720481,905312,815168,Madrid,2022M03_Madrid,2.026515191670053,1.7234452456919198,2.518336819146537,2022,3,2022-03-01
238,2022M02,29 Málaga,287697,163580,124117,783064,341683,441381,Málaga,2022M02_Málaga,2.7218358203248556,2.0887822472184863,3.5561687762353262,2022,2,2022-02-01
239,2022M02,41 Sevilla,216198,140464,75734,422782,242311,180470,Sevilla,2022M02_Sevilla,1.9555315035291723,1.7250754641758743,2.3829455726622126,2022,2,2022-02-01
240,2022M02,"07 Balears, Illes",92624,42557,50067,310405,107070,203335,Illes Balears,2022M02_Illes Balears,3.351237260321299,2.5159198251756467,4.061257914394711,2022,2,2022-02-01
241,2022M02,08 Barcelona,581175,220732,360443,1394900,419550,975350,Barcelona,2022M02_Barcelona,2.4001376521701725,1.9007212366127249,2.7059757021221107,2022,2,2022-02-01
242,2022M02,17 Girona,148373,92785,55588,271749,158061,113688,Girona,2022M02_Girona,1.8315259514871305,1.7035188877512528,2.045189609268187,2022,2,2022-02-01
243,2022M02,46 Valencia/València,201491,134112,67378,393551,230834,162717,Valencia,2022M02_Valencia,1.953193939183388,1.721203173466953,2.4149870877734574,2022,2,2022-02-01
244,2022M02,28 Madrid,721193,484422,236771,1435535,847027,588508,Madrid,2022M02_Madrid,1.9905004624282265,1.7485312392913617,2.485557775234298,2022,2,2022-02-01
245,2022M01,29 Málaga,180901,88951,91950,487481,173183,314297,Málaga,2022M01_Málaga,2.694739111447698,1.9469483198614967,3.4181294181620445,2022,1,2022-01-01
246,2022M01,41 Sevilla,170167,112980,57187,320109,189848,130261,Sevilla,2022M01_Sevilla,1.8811461681759682,1.6803682067622587,2.277807893402347,2022,1,2022-01-01
247,2022M01,"07 Balears, Illes",42131,20603,21528,127429,44476,82953,Illes Balears,2022M01_Illes Balears,3.024589969381216,2.1587147502790858,3.8532608695652173,2022,1,2022-01-01
248,2022M01,08 Barcelona,418906,183731,235175,996160,354869,641291,Barcelona,2022M01_Barcelona,2.37800365714504,1.931459579493934,2.7268672265334324,2022,1,2022-01-01
249,2022M01,17 Girona,111627,81482,30145,204903,148330,56573,Girona,2022M01_Girona,1.8356042892848505,1.820402051986942,1.8766959694808425,2022,1,2022-01-01
250,2022M01,46 Valencia/València,148043,98146,49897,294104,167843,126261,Valencia,2022M01_Valencia,1.986611997865485,1.710135919955984,2.530432691344169,2022,1,2022-01-01
251,2022M01,28 Madrid,569467,386597,182870,1193236,699507,493728,Madrid,2022M01_Madrid,2.0953558327348203,1.8093958308005493,2.6998851643243835,2022,1,2022-01-01
252,2021M12,29 Málaga,235138,142779,92359,592678,290294,302384,Málaga,2021M12_Málaga,2.520553887504359,2.0331701440688055,3.2740068645178053,2021,12,2021-12-01
253,2021M12,41 Sevilla,200593,133089,67503,414190,259367,154823,Sevilla,2021M12_Sevilla,2.0648277856156496,1.9488237194659213,2.2935721375346283,2021,12,2021-12-01
254,2021M12,"07 Balears, Illes",57392,27267,30125,166256,61093,105163,Illes Balears,2021M12_Illes Balears,2.8968497351547255,2.2405471815747973,3.490887966804979,2021,12,2021-12-01
255,2021M12,08 Barcelona,538255,233136,305119,1271540,454372,817169,Barcelona,2021M12_Barcelona,2.362337553761693,1.948956832063688,2.678197686804165,2021,12,2021-12-01
256,2021M12,17 Girona,145152,105791,39360,261573,190551,71022,Girona,2021M12_Girona,1.8020626653439153,1.8012023707120643,1.804420731707317,2021,12,2021-12-01
257,2021M12,46 Valencia/València,179192,116542,62649,366266,214668,151598,Valencia,2021M12_Valencia,2.043986338675834,1.8419797154673851,2.4197991987102747,2021,12,2021-12-01
258,2021M12,28 Madrid,770392,528498,241894,1595537,981968,613570,Madrid,2021M12_Madrid,2.0710716102970954,1.8580354135682633,2.5365242626935767,2021,12,2021-12-01
259,2021M11,29 Málaga,280935,137552,143382,821290,283226,538065,Málaga,2021M11_Málaga,2.9234164486447045,2.059046760497848,3.7526676988743355,2021,11,2021-11-01
260,2021M11,41 Sevilla,231148,144322,86826,461926,257731,204195,Sevilla,2021M11_Sevilla,1.9983992939588489,1.7858053519213979,2.351772510538318,2021,11,2021-11-01
261,2021M11,"07 Balears, Illes",88317,33690,54627,318433,69464,248969,Illes Balears,2021M11_Illes Balears,3.6055685768311876,2.0618581181359454,4.5576180277152325,2021,11,2021-11-01
262,2021M11,08 Barcelona,590958,214384,376574,1434167,409903,1024264,Barcelona,2021M11_Barcelona,2.4268509775652416,1.9120036943055452,2.719954112604694,2021,11,2021-11-01
263,2021M11,17 Girona,134474,76945,57529,246367,116200,130166,Girona,2021M11_Girona,1.8320790636108095,1.510169601663526,2.262615376592675,2021,11,2021-11-01
264,2021M11,46 Valencia/València,205291,124807,80484,444266,237299,206967,Valencia,2021M11_Valencia,2.164079282579363,1.9013276498914324,2.571529745042493,2021,11,2021-11-01
265,2021M11,28 Madrid,822908,528624,294284,1650955,923355,727600,Madrid,2021M11_Madrid,2.0062449265288467,1.7467141105965678,2.472441587038371,2021,11,2021-11-01
266,2021M10,29 Málaga,451642,186441,265201,1566862,455470,1111392,Málaga,2021M10_Málaga,3.4692566236089646,2.442971234867867,4.190753428531567,2021,10,2021-10-01
267,2021M10,41 Sevilla,259341,152279,107062,539423,290398,249025,Sevilla,2021M10_Sevilla,2.079975784777571,1.9070127857419605,2.3259886794567635,2021,10,2021-10-01
268,2021M10,"07 Balears, Illes",761539,141008,620531,3957260,355543,3601717,Illes Balears,2021M10_Illes Balears,5.196398345980968,2.5214384999432657,5.804249908546068,2021,10,2021-10-01
269,2021M10,08 Barcelona,734005,261136,472869,1856628,535372,1321256,Barcelona,2021M10_Barcelona,2.529448709477456,2.0501654310397646,2.7941269146423218,2021,10,2021-10-01
270,2021M10,17 Girona,293218,151193,142025,666071,252824,413248,Girona,2021M10_Girona,2.2715897386927133,1.672193818496888,2.9096849146277064,2021,10,2021-10-01
271,2021M10,46 Valencia/València,259740,159452,100288,580688,314150,266537,Valencia,2021M10_Valencia,2.2356510356510357,1.9701853849434312,2.657715778557754,2021,10,2021-10-01
272,2021M10,28 Madrid,885784,564761,321023,1848540,1032907,815634,Madrid,2021M10_Madrid,2.0868970313304374,1.8289276348756376,2.5407338415004532,2021,10,2021-10-01
273,2021M09,29 Málaga,483297,247187,236110,1745042,715417,1029625,Málaga,2021M09_Málaga,3.6107031494091624,2.8942339200686122,4.360785227224599,2021,9,2021-09-01
274,2021M09,41 Sevilla,215467,133622,81845,432726,245981,186745,Sevilla,2021M09_Sevilla,2.0083168188168026,1.840872012093817,2.281691001282913,2021,9,2021-09-01
275,2021M09,"07 Balears, Illes",1004077,181723,822354,5324350,643627,4680723,Illes Balears,2021M09_Illes Balears,5.302730766664309,3.541802633678731,5.691858980439081,2021,9,2021-09-01
276,2021M09,08 Barcelona,624532,227239,397293,1647371,473376,1173995,Barcelona,2021M09_Barcelona,2.637768761248423,2.083163541469554,2.9549853634471286,2021,9,2021-09-01
277,2021M09,17 Girona,338181,187260,150921,938605,419560,519045,Girona,2021M09_Girona,2.775451607275394,2.2405212004699346,3.4391834138390283,2021,9,2021-09-01
278,2021M09,46 Valencia/València,265602,171396,94206,652914,402885,250028,Valencia,2021M09_Valencia,2.458242031310005,2.3506091157319893,2.6540560049253763,2021,9,2021-09-01
279,2021M09,28 Madrid,709463,452686,256777,1453739,816887,636852,Madrid,2021M09_Madrid,2.0490695075007435,1.804533385172062,2.4801754051180596,2021,9,2021-09-01
280,2021M08,29 Málaga,626297,405728,220569,2380124,1409724,970401,Málaga,2021M08_Málaga,3.8003119925530537,3.4745543812603517,4.399534839437999,2021,8,2021-08-01
281,2021M08,41 Sevilla,205076,130389,74687,417933,248513,169420,Sevilla,2021M08_Sevilla,2.0379420312469523,1.9059353166294704,2.268400123180741,2021,8,2021-08-01
282,2021M08,"07 Balears, Illes",1176822,281919,894903,6482644,1197578,5285067,Illes Balears,2021M08_Illes Balears,5.508601980588399,4.247950652492382,5.905742857047077,2021,8,2021-08-01
283,2021M08,08 Barcelona,749150,254957,494193,2285746,645294,1640452,Barcelona,2021M08_Barcelona,3.051119268504305,2.53099150052754,3.3194561638873883,2021,8,2021-08-01
284,2021M08,17 Girona,577762,350951,226811,1910245,1061665,848580,Girona,2021M08_Girona,3.306283556204804,3.0251089183390274,3.7413529326179065,2021,8,2021-08-01
285,2021M08,46 Valencia/València,328433,218372,110061,886962,579497,307465,Valencia,2021M08_Valencia,2.7005873344030595,2.6537147619658197,2.793587192556855,2021,8,2021-08-01
286,2021M08,28 Madrid,557806,363898,193907,1149845,676957,472889,Madrid,2021M08_Madrid,2.0613707991667356,1.8602932689929597,2.4387412522497898,2021,8,2021-08-01
287,2021M07,29 Málaga,556796,381978,174818,1880157,1197854,682304,Málaga,2021M07_Málaga,3.3767430082112657,3.1359240584536283,3.9029390566188837,2021,7,2021-07-01
288,2021M07,41 Sevilla,177516,122330,55186,321483,203180,118303,Sevilla,2021M07_Sevilla,1.811008585141621,1.66091719120412,2.1437139854310874,2021,7,2021-07-01
289,2021M07,"07 Balears, Illes",1055103,217216,837887,5690675,823313,4867361,Illes Balears,2021M07_Illes Balears,5.393478172273229,3.7902962949322334,5.80909000855724,2021,7,2021-07-01
290,2021M07,08 Barcelona,594601,256228,338373,1584510,548455,1036055,Barcelona,2021M07_Barcelona,2.6648290197964686,2.140495964531589,3.0618725489326866,2021,7,2021-07-01
291,2021M07,17 Girona,430850,268879,161972,1270486,668729,601757,Girona,2021M07_Girona,2.9487896019496342,2.4871001454185713,3.7151915145827674,2021,7,2021-07-01
292,2021M07,46 Valencia/València,287626,199856,87770,706843,485379,221464,Valencia,2021M07_Valencia,2.4575073185317042,2.4286436234088544,2.523231172382363,2021,7,2021-07-01
293,2021M07,28 Madrid,555840,376416,179424,1122796,673159,449637,Madrid,2021M07_Madrid,2.019998560736903,1.788337902745898,2.5060025414660245,2021,7,2021-07-01
294,2021M06,29 Málaga,342013,252019,89994,913141,609732,303409,Málaga,2021M06_Málaga,2.669901436495104,2.4193890143203487,3.371435873502678,2021,6,2021-06-01
295,2021M06,41 Sevilla,155094,113507,41587,288916,201325,87591,Sevilla,2021M06_Sevilla,1.8628444685158678,1.7736791563515906,2.1062110755765024,2021,6,2021-06-01
296,2021M06,"07 Balears, Illes",587951,172410,415541,2543130,508570,2034560,Illes Balears,2021M06_Illes Balears,4.32541147136411,2.949770894959689,4.896171496916068,2021,6,2021-06-01
297,2021M06,08 Barcelona,416397,223044,193353,937701,441866,495835,Barcelona,2021M06_Barcelona,2.251939855474463,1.9810709994440558,2.564402931425941,2021,6,2021-06-01
298,2021M06,17 Girona,294814,214970,79844,625488,419158,206330,Girona,2021M06_Girona,2.1216360145718998,1.9498441643019957,2.5841641200340666,2021,6,2021-06-01
299,2021M06,46 Valencia/València,208702,164909,43793,460812,353686,107126,Valencia,2021M06_Valencia,2.207990340293816,2.144734368651802,2.4461900303701505,2021,6,2021-06-01
300,2021M06,28 Madrid,491089,371203,119886,956244,656321,299923,Madrid,2021M06_Madrid,1.9471908350624836,1.7680918527059317,2.501734981565821,2021,6,2021-06-01
301,2021M05,29 Málaga,178362,124090,54272,391705,231529,160176,Málaga,2021M05_Málaga,2.1961236137742346,1.8658151341768072,2.9513561320754715,2021,5,2021-05-01
302,2021M05,41 Sevilla,117815,93758,24057,201668,150816,50852,Sevilla,2021M05_Sevilla,1.7117344990026737,1.608566735638559,2.1138130273932743,2021,5,2021-05-01
303,2021M05,"07 Balears, Illes",220486,59370,161116,910455,152835,757620,Illes Balears,2021M05_Illes Balears,4.129309797447457,2.574279939363315,4.702326274237196,2021,5,2021-05-01
304,2021M05,08 Barcelona,288961,170728,118233,617998,322225,295773,Barcelona,2021M05_Barcelona,2.1386899962278645,1.8873588397919498,2.501611225292431,2021,5,2021-05-01
305,2021M05,17 Girona,169103,121192,47911,289115,193531,95584,Girona,2021M05_Girona,1.7096976398999426,1.5968958347085616,1.9950324560121893,2021,5,2021-05-01
306,2021M05,46 Valencia/València,146600,119752,26848,266933,207470,59463,Valencia,2021M05_Valencia,1.8208253751705321,1.7324971607989845,2.2148018474374256,2021,5,2021-05-01
307,2021M05,28 Madrid,413197,316121,97076,810028,561269,248760,Madrid,2021M05_Madrid,1.9603917743836474,1.7754878669876408,2.562528328320079,2021,5,2021-05-01
308,2021M04,29 Málaga,79611,54893,24718,158590,90072,68518,Málaga,2021M04_Málaga,1.9920613985504516,1.6408649554588017,2.77198802492111,2021,4,2021-04-01
309,2021M04,41 Sevilla,75686,65594,10092,117141,96712,20429,Sevilla,2021M04_Sevilla,1.5477234891525513,1.4744031466292649,2.0242766547760604,2021,4,2021-04-01
310,2021M04,"07 Balears, Illes",73347,26370,46977,272911,56071,216840,Illes Balears,2021M04_Illes Balears,3.7208202107789003,2.1263177853621538,4.615875854141389,2021,4,2021-04-01
311,2021M04,08 Barcelona,183092,121877,61215,404763,246519,158244,Barcelona,2021M04_Barcelona,2.2107082778056935,2.022686807190856,2.5850526831658907,2021,4,2021-04-01
